MOIS,CLIENT_ID,taux,GDP
30Jun2018 0:00:00,00000000840060,3.13,0.56
31May2018 0:00:00,00000000840071,2.54,0.52
30Apr2018 0:00:00,00000000840103,2.56,-0.07
30Sep2018 0:00:00,00000000840106,2.36,-0.92
31Mar2018 0:00:00,00000000840114,2.32,1.24
31Mar2018 0:00:00,00000000840119,2.4,0.27
30Nov2017 0:00:00,00000000840132,2.93,-1.09
31Oct2017 0:00:00,00000000840136,2.65,-0.14
31Jan2018 0:00:00,00000000840145,2.37,-1.21
31Oct2017 0:00:00,00000000840187,2.54,0.79
31Oct2018 0:00:00,00000000840190,2.5,0.16
31Aug2018 0:00:00,00000000840207,2.59,0.38
31Oct2018 0:00:00,00000000840239,2.32,-0.52
31Mar2018 0:00:00,00000000840247,2.85,0.26
31Oct2018 0:00:00,00000000840289,2.54,-1.33
30Apr2018 0:00:00,00000000840300,2.83,1.27
30Apr2018 0:00:00,00000000840302,2.82,-0.37
31Dec2017 0:00:00,00000000840333,3.41,-0.3
31Aug2018 0:00:00,00000000840384,2.38,-0.98
31Dec2017 0:00:00,00000000840390,2.42,0.64
31Mar2018 0:00:00,00000000840482,2.32,-1.95
31May2018 0:00:00,00000000840483,2.35,-0.81
28Feb2018 0:00:00,00000000840515,3.14,-0.35
30Apr2018 0:00:00,00000000840518,2.69,1.46
31Jan2018 0:00:00,00000000840539,2.48,1.18
31Dec2017 0:00:00,00000000840553,2.37,0.02
31Dec2017 0:00:00,00000000840561,2.53,1.38
30Jun2018 0:00:00,00000000840581,2.4,-0.57
30Apr2018 0:00:00,00000000840589,3.17,0.22
30Apr2018 0:00:00,00000000840608,2.45,0.7
30Nov2017 0:00:00,00000000840655,3.04,2.33
31Oct2018 0:00:00,00000000840666,2.24,0.1
30Nov2017 0:00:00,00000000840686,2.54,-1.58
30Nov2017 0:00:00,00000000840694,2.54,-1.15
31Jan2018 0:00:00,00000000840704,3.49,-0.06
31Jul2018 0:00:00,00000000840716,3.37,0.25
31Oct2018 0:00:00,00000000840717,2.34,-2.14
31May2018 0:00:00,00000000840734,2.73,-0.55
31Jul2018 0:00:00,00000000840749,2.42,0.13
31Oct2017 0:00:00,00000000840781,2.46,-0.67
31Aug2018 0:00:00,00000000840807,2.24,-1.04
30Jun2018 0:00:00,00000000840820,2.69,1.69
30Jun2018 0:00:00,00000000840829,2.27,0.17
31Mar2018 0:00:00,00000000840839,2.68,-0.24
31Jan2018 0:00:00,00000000840850,2.45,1.39
30Jun2018 0:00:00,00000000840879,2.81,0.49
31Dec2017 0:00:00,00000000840935,2.49,1.49
28Feb2018 0:00:00,00000000840953,2.28,-1.15
31Mar2018 0:00:00,00000000840957,2.61,0.25
31Jul2018 0:00:00,00000000840967,2.75,-1.24
31Aug2018 0:00:00,00000000840982,2.67,-1.31
31Jan2018 0:00:00,00000000840986,2.47,1.12
31May2018 0:00:00,00000000841012,2.6,-1.24
31Mar2018 0:00:00,00000000841019,2.79,0.22
31May2018 0:00:00,00000000841070,2.69,0.83
31Mar2018 0:00:00,00000000841072,2.26,-0.16
31Oct2017 0:00:00,00000000841078,2.78,1.8
31Oct2017 0:00:00,00000000841098,2.58,0.11
30Jun2018 0:00:00,00000000841138,2.25,-0.68
31Oct2017 0:00:00,00000000841145,2.64,0.12
30Sep2018 0:00:00,00000000841156,2.26,-0.99
31Jan2018 0:00:00,00000000841178,2.36,1.07
31Aug2018 0:00:00,00000000841225,2.37,0.05
31Mar2018 0:00:00,00000000841254,2.9,0.84
30Jun2018 0:00:00,00000000841288,2.26,-0.14
30Nov2017 0:00:00,00000000841310,2.78,0.5
31Aug2018 0:00:00,00000000841313,2.38,-1.46
31May2018 0:00:00,00000000841335,2.72,0.12
31Oct2018 0:00:00,00000000841371,3.61,-0.06
30Apr2018 0:00:00,00000000841385,2.57,0.24
30Sep2018 0:00:00,00000000841418,2.59,1.61
31Mar2018 0:00:00,00000000841438,2.46,-0.33
30Jun2018 0:00:00,00000000841457,3,0.4
31May2018 0:00:00,00000000841471,2.75,0.34
30Apr2018 0:00:00,00000000841474,2.29,-0.61
31Dec2017 0:00:00,00000000841478,2.63,-0.32
31Oct2018 0:00:00,00000000841479,2.88,-0.31
31Mar2018 0:00:00,00000000841498,2.38,1.19
31Oct2017 0:00:00,00000000841526,2.26,0.82
28Feb2018 0:00:00,00000000841554,2.38,1.6
30Apr2018 0:00:00,00000000841641,2.77,-1.69
31May2018 0:00:00,00000000841645,2.79,-0.57
31Aug2018 0:00:00,00000000841665,2.41,-0.06
31Jul2018 0:00:00,00000000841795,2.47,-0.5
31Oct2018 0:00:00,00000000841806,2.64,-1.9
30Apr2018 0:00:00,00000000841808,3.45,-0.82
31Oct2018 0:00:00,00000000841824,2.25,0.39
31Oct2017 0:00:00,00000000841840,2.33,1.25
30Apr2018 0:00:00,00000000841851,2.28,-1.54
28Feb2018 0:00:00,00000000841861,2.42,0.16
31Jan2018 0:00:00,00000000841876,3.41,0.78
31Dec2017 0:00:00,00000000841879,2.61,1.23
30Apr2018 0:00:00,00000000841889,2.26,-0.22
30Sep2018 0:00:00,00000000841897,2.28,0
30Sep2018 0:00:00,00000000841900,2.46,-0.86
31Jan2018 0:00:00,00000000841946,2.29,-1.12
31Jul2018 0:00:00,00000000841971,2.48,-2.08
31May2018 0:00:00,00000000841978,2.87,-0.38
28Feb2018 0:00:00,00000000842058,2.31,-0.42
31Oct2018 0:00:00,00000000842068,2.91,0.48
30Nov2017 0:00:00,00000000842085,2.31,-0.19
30Sep2018 0:00:00,00000000842122,2.74,0.6
28Feb2018 0:00:00,00000000842134,2.64,1.31
31Dec2017 0:00:00,00000000842170,2.3,-3.09
31Oct2017 0:00:00,00000000842177,2.66,1.01
31Jan2018 0:00:00,00000000842180,2.3,-1.57
31Oct2018 0:00:00,00000000842198,2.84,-0.81
31Oct2018 0:00:00,00000000842219,2.87,-0.53
31May2018 0:00:00,00000000842239,2.93,0.62
31Oct2017 0:00:00,00000000842278,2.47,0.21
30Sep2018 0:00:00,00000000842292,2.26,-0.16
31Oct2017 0:00:00,00000000842322,2.34,1.18
30Apr2018 0:00:00,00000000842340,3.05,-2.34
31May2018 0:00:00,00000000842346,2.58,-0.25
31Oct2018 0:00:00,00000000842376,2.3,-0.25
31Mar2018 0:00:00,00000000842410,2.33,-0.48
31Oct2017 0:00:00,00000000842444,2.63,2.55
28Feb2018 0:00:00,00000000842448,2.49,0.52
30Sep2018 0:00:00,00000000842528,2.36,-1.22
30Jun2018 0:00:00,00000000842535,2.32,0.59
31Oct2018 0:00:00,00000000842568,2.9,-0.58
31Mar2018 0:00:00,00000000842625,2.52,-0.48
28Feb2018 0:00:00,00000000842635,2.73,0.18
31May2018 0:00:00,00000000842736,2.29,1.63
30Nov2017 0:00:00,00000000842742,2.83,-0.55
31Oct2017 0:00:00,00000000842748,3.45,-1.22
31Aug2018 0:00:00,00000000842782,2.48,-0.62
31Jan2018 0:00:00,00000000842826,2.91,-0.13
31Mar2018 0:00:00,00000000842840,2.88,-0.27
31Dec2017 0:00:00,00000000842872,2.51,-0.38
31Aug2018 0:00:00,00000000842910,2.59,0.14
31Oct2018 0:00:00,00000000842928,2.42,-0.67
31Dec2017 0:00:00,00000000842981,4.06,0.51
31May2018 0:00:00,00000000842991,2.31,0.32
31Aug2018 0:00:00,00000000842994,2.29,1.08
30Sep2018 0:00:00,00000000843002,2.64,-0.12
31Aug2018 0:00:00,00000000843063,2.48,-0.14
31Oct2017 0:00:00,00000000843140,2.38,-1.37
31Dec2017 0:00:00,00000000843145,2.45,1.86
30Apr2018 0:00:00,00000000843148,2.74,-1.89
30Nov2017 0:00:00,00000000843163,2.49,0.21
31Dec2017 0:00:00,00000000843195,2.28,-0.1
31Oct2018 0:00:00,00000000843291,2.64,-2.64
30Sep2018 0:00:00,00000000843309,2.63,0.96
31Oct2017 0:00:00,00000000843363,2.52,-0.44
31Oct2017 0:00:00,00000000843379,2.76,-0.18
31Mar2018 0:00:00,00000000843414,3.85,0.02
31Oct2017 0:00:00,00000000843417,2.86,1.16
28Feb2018 0:00:00,00000000843422,3.36,1.02
28Feb2018 0:00:00,00000000843467,2.27,-0.18
31Mar2018 0:00:00,00000000843482,3.26,0.36
28Feb2018 0:00:00,00000000843526,2.26,-0.82
31Oct2017 0:00:00,00000000843527,2.48,0.67
31Jul2018 0:00:00,00000000843534,2.72,0.06
30Apr2018 0:00:00,00000000843560,3.52,1.08
31Dec2017 0:00:00,00000000843648,2.27,-0.46
30Apr2018 0:00:00,00000000843772,2.44,0.24
31May2018 0:00:00,00000000843845,2.61,-0.26
31May2018 0:00:00,00000000843848,2.63,-0.22
30Apr2018 0:00:00,00000000843878,2.98,0.82
30Nov2017 0:00:00,00000000843905,2.62,0.8
31Dec2017 0:00:00,00000000843952,2.55,0.34
31May2018 0:00:00,00000000843980,2.47,0.56
30Nov2017 0:00:00,00000000843990,2.53,-0.13
30Nov2017 0:00:00,00000000844009,2.29,0.84
31Aug2018 0:00:00,00000000844022,2.92,0.69
31Dec2017 0:00:00,00000000844074,2.4,0.31
30Sep2018 0:00:00,00000000844241,2.38,-0.06
30Jun2018 0:00:00,00000000844243,2.69,0.59
30Nov2017 0:00:00,00000000844255,2.29,-1.27
30Apr2018 0:00:00,00000000844256,2.82,-0.76
30Sep2018 0:00:00,00000000844280,2.64,-1.53
31Jan2018 0:00:00,00000000844290,2.95,-0.06
31Jul2018 0:00:00,00000000844297,2.69,-1.62
30Jun2018 0:00:00,00000000844364,2.33,0.04
31Aug2018 0:00:00,00000000844447,3.22,-1.45
31Oct2017 0:00:00,00000000844513,2.35,-0.41
31Jan2018 0:00:00,00000000844531,2.52,2.26
30Nov2017 0:00:00,00000000844544,2.39,-1.06
31Jul2018 0:00:00,00000000844585,2.29,0.37
28Feb2018 0:00:00,00000000844608,2.5,-2.1
31Oct2018 0:00:00,00000000844622,2.31,0.06
30Sep2018 0:00:00,00000000844629,2.94,-0.23
31Oct2017 0:00:00,00000000844642,3.08,1.45
30Jun2018 0:00:00,00000000844645,2.46,0.7
31Dec2017 0:00:00,00000000844648,2.41,-0.51
31Aug2018 0:00:00,00000000844730,2.5,-0.39
30Nov2017 0:00:00,00000000844772,3.61,2.2
31May2018 0:00:00,00000000844824,2.4,-1.43
31Dec2017 0:00:00,00000000844868,3.31,-0.44
31Oct2018 0:00:00,00000000844869,3.66,0.86
31Aug2018 0:00:00,00000000844888,2.47,-1.51
28Feb2018 0:00:00,00000000844908,2.71,1.07
30Jun2018 0:00:00,00000000844909,2.46,-0.08
31Aug2018 0:00:00,00000000844911,2.3,-0.85
30Nov2017 0:00:00,00000000844974,2.58,1.67
31Mar2018 0:00:00,00000000844976,2.71,-0.24
31May2018 0:00:00,00000000845008,2.47,0.02
31May2018 0:00:00,00000000845013,3,-1.19
30Apr2018 0:00:00,00000000845070,2.5,0.6
31Jan2018 0:00:00,00000000845094,3.61,-0.57
31Dec2017 0:00:00,00000000845147,2.56,-1.67
31Dec2017 0:00:00,00000000845151,2.31,0.48
30Jun2018 0:00:00,00000000845154,3.37,0.15
30Jun2018 0:00:00,00000000845158,2.67,0.54
30Nov2017 0:00:00,00000000845169,2.38,0.57
31Mar2018 0:00:00,00000000845172,2.39,-0.04
31Aug2018 0:00:00,00000000845228,2.24,-0.77
31Jul2018 0:00:00,00000000845303,2.7,1.06
31Jul2018 0:00:00,00000000845312,3.02,0.98
31Oct2017 0:00:00,00000000845338,2.28,-0.11
31May2018 0:00:00,00000000845340,2.49,-1.76
31Jan2018 0:00:00,00000000845341,2.76,-1.25
31Jan2018 0:00:00,00000000845421,2.29,-1.3
31Jan2018 0:00:00,00000000845427,2.84,-0.04
31May2018 0:00:00,00000000845511,2.25,0.04
30Nov2017 0:00:00,00000000845531,2.42,-0.97
31Jan2018 0:00:00,00000000845577,2.36,-0.07
31Jul2018 0:00:00,00000000845597,2.56,-0.4
31Oct2017 0:00:00,00000000845683,2.69,0.55
30Apr2018 0:00:00,00000000845724,2.37,-0.75
31Oct2017 0:00:00,00000000845730,2.42,-0.72
31Aug2018 0:00:00,00000000845738,2.33,1.16
30Nov2017 0:00:00,00000000845743,2.54,-0.36
31May2018 0:00:00,00000000845779,2.27,-0.65
31May2018 0:00:00,00000000845833,2.79,0.33
30Apr2018 0:00:00,00000000845839,2.25,-1.29
31Jan2018 0:00:00,00000000845848,2.32,0.27
31Dec2017 0:00:00,00000000845874,2.8,0.98
28Feb2018 0:00:00,00000000845877,2.4,-0.38
31Aug2018 0:00:00,00000000845892,2.47,-0.14
31Oct2018 0:00:00,00000000845904,2.49,0.6
31Jan2018 0:00:00,00000000845915,2.92,2.07
30Jun2018 0:00:00,00000000845925,2.57,0.01
31Jul2018 0:00:00,00000000845955,2.26,0.59
31Mar2018 0:00:00,00000000845962,2.39,-0.21
31Oct2017 0:00:00,00000000845977,2.53,0
31May2018 0:00:00,00000000845995,2.52,-0.22
30Jun2018 0:00:00,00000000846117,2.57,-1.45
31Aug2018 0:00:00,00000000846169,3.59,0.05
31Oct2017 0:00:00,00000000846177,2.39,0.64
30Sep2018 0:00:00,00000000846182,2.42,-0.45
30Jun2018 0:00:00,00000000846189,2.25,0.34
31Mar2018 0:00:00,00000000846214,2.35,1.01
31Oct2018 0:00:00,00000000846258,2.42,0.34
31Jan2018 0:00:00,00000000846275,2.75,1.32
28Feb2018 0:00:00,00000000846309,2.48,-0.34
30Sep2018 0:00:00,00000000846330,2.29,-1.94
31Jul2018 0:00:00,00000000846348,2.61,1.21
31Jul2018 0:00:00,00000000846377,2.3,-0.09
30Nov2017 0:00:00,00000000846384,3.13,-1.03
31Aug2018 0:00:00,00000000846460,2.32,-1.21
31Jan2018 0:00:00,00000000846480,3.01,0.11
30Nov2017 0:00:00,00000000846530,2.68,-0.83
31Oct2018 0:00:00,00000000846698,2.43,-1.95
31Oct2017 0:00:00,00000000846759,2.7,0.68
30Sep2018 0:00:00,00000000846761,2.38,0.63
31Dec2017 0:00:00,00000000846767,2.35,0.26
30Nov2017 0:00:00,00000000846780,2.26,-1.52
31Jan2018 0:00:00,00000000846802,2.28,0.93
30Sep2018 0:00:00,00000000846814,2.25,0.83
31Aug2018 0:00:00,00000000846822,3.6,-0.86
31Aug2018 0:00:00,00000000846849,2.31,1.48
31Oct2017 0:00:00,00000000846852,3.48,-1.06
30Sep2018 0:00:00,00000000846855,2.34,-1.07
31Jul2018 0:00:00,00000000846863,2.57,-0.06
30Jun2018 0:00:00,00000000846880,2.26,0.86
31Dec2017 0:00:00,00000000846938,2.58,-0.69
28Feb2018 0:00:00,00000000846970,2.53,0.59
31May2018 0:00:00,00000000847019,2.63,-0.06
31Oct2018 0:00:00,00000000847036,3.02,-0.53
31Aug2018 0:00:00,00000000847040,2.25,-1.01
30Nov2017 0:00:00,00000000847044,2.58,-0.51
30Nov2017 0:00:00,00000000847082,2.47,0.51
31Aug2018 0:00:00,00000000847086,2.44,1.05
31Dec2017 0:00:00,00000000847099,2.79,0.61
31Oct2017 0:00:00,00000000847182,2.28,-0.05
30Apr2018 0:00:00,00000000847200,2.38,-0.77
30Nov2017 0:00:00,00000000847219,2.25,-0.54
30Apr2018 0:00:00,00000000847240,2.53,-0.09
30Jun2018 0:00:00,00000000847241,2.58,0.38
31Jul2018 0:00:00,00000000847249,3,-1.41
30Nov2017 0:00:00,00000000847266,2.38,-0.68
30Apr2018 0:00:00,00000000847290,2.37,0.68
31Dec2017 0:00:00,00000000847370,2.37,-0.21
31Oct2018 0:00:00,00000000847389,2.45,0.06
31Jan2018 0:00:00,00000000847412,2.33,2.5
30Apr2018 0:00:00,00000000847453,3.03,0.87
30Jun2018 0:00:00,00000000847468,2.63,-2.29
31Mar2018 0:00:00,00000000847541,2.58,-0.41
31May2018 0:00:00,00000000847596,2.86,-2.03
31Oct2018 0:00:00,00000000847605,2.9,-1.91
28Feb2018 0:00:00,00000000847617,2.37,-0.23
31May2018 0:00:00,00000000847639,2.55,0.64
31Aug2018 0:00:00,00000000847681,2.34,0.94
28Feb2018 0:00:00,00000000847684,2.44,-1.22
31Jan2018 0:00:00,00000000847710,3.09,1.03
31Jan2018 0:00:00,00000000847715,2.27,0.97
28Feb2018 0:00:00,00000000847735,3.01,-0.44
31Dec2017 0:00:00,00000000847739,2.6,0.44
30Nov2017 0:00:00,00000000847749,2.48,0.79
30Apr2018 0:00:00,00000000847768,3.13,1.35
31Jul2018 0:00:00,00000000847770,2.38,-1.5
31Oct2018 0:00:00,00000000847785,2.6,-2.16
30Sep2018 0:00:00,00000000847794,3.69,-0.83
31Oct2017 0:00:00,00000000847813,2.26,-0.34
31Jul2018 0:00:00,00000000847854,2.45,-0.62
31May2018 0:00:00,00000000847862,2.26,0.8
31Dec2017 0:00:00,00000000847868,2.39,-1.81
31Jan2018 0:00:00,00000000847906,2.81,0.44
31Jan2018 0:00:00,00000000847925,2.5,0.11
31May2018 0:00:00,00000000847928,2.38,-0.97
31Oct2018 0:00:00,00000000847944,2.46,-0.1
30Sep2018 0:00:00,00000000847984,3.13,2.4
31Jul2018 0:00:00,00000000848004,2.79,0.19
30Jun2018 0:00:00,00000000848047,2.52,-1.52
30Jun2018 0:00:00,00000000848049,2.29,2.02
30Nov2017 0:00:00,00000000848108,3.04,-0.13
30Sep2018 0:00:00,00000000848189,2.35,-2.06
30Sep2018 0:00:00,00000000848214,2.46,-1.27
30Nov2017 0:00:00,00000000848252,2.61,2.57
30Apr2018 0:00:00,00000000848273,2.56,-0.71
31Aug2018 0:00:00,00000000848287,2.66,1.11
31Mar2018 0:00:00,00000000848323,2.52,-0.66
30Apr2018 0:00:00,00000000848325,2.35,0.51
30Nov2017 0:00:00,00000000848351,2.36,0.08
31Dec2017 0:00:00,00000000848376,2.45,-0.45
31Aug2018 0:00:00,00000000848418,2.82,1.2
31Jan2018 0:00:00,00000000848419,2.53,-0.58
31Jan2018 0:00:00,00000000848503,2.37,0.15
31Aug2018 0:00:00,00000000848526,3.23,0.43
30Sep2018 0:00:00,00000000848538,3.22,0.05
31Aug2018 0:00:00,00000000848610,2.38,0.55
31Jan2018 0:00:00,00000000848611,2.25,0.48
30Nov2017 0:00:00,00000000848621,2.48,-1.61
28Feb2018 0:00:00,00000000848633,2.44,-0.24
31Jul2018 0:00:00,00000000848634,2.67,-1.44
30Jun2018 0:00:00,00000000848635,2.41,-1.86
30Apr2018 0:00:00,00000000848731,2.56,-0.36
31Jan2018 0:00:00,00000000848770,2.72,-0.89
31Mar2018 0:00:00,00000000848813,2.83,0.47
31Aug2018 0:00:00,00000000848848,2.8,-0.65
31Aug2018 0:00:00,00000000848854,3.27,-1.55
31May2018 0:00:00,00000000848863,2.34,2.12
31Dec2017 0:00:00,00000000848869,2.51,0.18
30Nov2017 0:00:00,00000000848907,2.4,-0.02
30Sep2018 0:00:00,00000000848933,2.47,-1.79
30Jun2018 0:00:00,00000000848993,3.29,0.21
28Feb2018 0:00:00,00000000849010,2.88,-1.39
30Nov2017 0:00:00,00000000849024,2.74,-0.86
30Nov2017 0:00:00,00000000849099,2.65,-0.93
31Jul2018 0:00:00,00000000849117,2.35,-0.1
31May2018 0:00:00,00000000849172,2.45,-1.37
30Apr2018 0:00:00,00000000849181,2.26,0.89
31Jul2018 0:00:00,00000000849185,2.66,1.44
30Sep2018 0:00:00,00000000849229,2.88,-0.53
28Feb2018 0:00:00,00000000849267,2.61,-1.16
28Feb2018 0:00:00,00000000849270,2.29,0.62
30Jun2018 0:00:00,00000000849350,3.44,-1.74
31Oct2018 0:00:00,00000000849386,2.49,-0.14
31Dec2017 0:00:00,00000000849442,2.55,-0.62
31Jan2018 0:00:00,00000000849476,2.34,-1.22
31Dec2017 0:00:00,00000000849525,4.09,-0.27
30Jun2018 0:00:00,00000000849528,2.32,-1.15
31Aug2018 0:00:00,00000000849535,2.4,0.81
31May2018 0:00:00,00000000849539,2.58,-0.58
30Apr2018 0:00:00,00000000849544,2.69,0.73
28Feb2018 0:00:00,00000000849558,2.81,0.26
31Oct2017 0:00:00,00000000849575,2.66,0.59
28Feb2018 0:00:00,00000000849578,3.02,0.6
31Dec2017 0:00:00,00000000849591,2.77,-0.46
31Oct2017 0:00:00,00000000849603,2.32,0.61
28Feb2018 0:00:00,00000000849604,2.64,-2.92
30Apr2018 0:00:00,00000000849619,2.29,-1.08
30Sep2018 0:00:00,00000000849648,2.36,0.52
31Oct2018 0:00:00,00000000849682,2.24,-1.19
31Mar2018 0:00:00,00000000849690,3.33,0.5
31Dec2017 0:00:00,00000000849711,2.61,0.35
31Oct2018 0:00:00,00000000849723,2.4,2.01
31Jan2018 0:00:00,00000000849726,2.5,-1.33
31Mar2018 0:00:00,00000000849772,2.45,-0.75
31Oct2017 0:00:00,00000000849816,2.45,0.05
28Feb2018 0:00:00,00000000849830,2.42,0.81
31Oct2018 0:00:00,00000000849843,2.44,2.06
31Dec2017 0:00:00,00000000849845,2.86,1.24
31Dec2017 0:00:00,00000000849851,2.6,-0.14
31Jul2018 0:00:00,00000000849872,2.61,-0.18
31Dec2017 0:00:00,00000000849876,2.42,1.18
31Jul2018 0:00:00,00000000849882,2.7,-0.6
30Apr2018 0:00:00,00000000849926,2.51,-0.06
30Sep2018 0:00:00,00000000849949,2.44,0.44
28Feb2018 0:00:00,00000000849969,2.34,-1.88
31Oct2017 0:00:00,00000000849994,2.57,1.44
31Jan2018 0:00:00,00000000850003,2.65,-0.49
31Aug2018 0:00:00,00000000850015,2.42,-1.59
28Feb2018 0:00:00,00000000850131,2.42,0.15
31Jul2018 0:00:00,00000000850149,2.91,1.31
31Jul2018 0:00:00,00000000850177,2.62,-0.54
31Oct2018 0:00:00,00000000850204,2.37,2.26
31May2018 0:00:00,00000000850213,2.69,-1.36
28Feb2018 0:00:00,00000000850289,2.37,-2.79
31Mar2018 0:00:00,00000000850309,2.45,0.01
31Oct2017 0:00:00,00000000850322,2.84,-0.41
30Sep2018 0:00:00,00000000850333,2.25,0.11
31May2018 0:00:00,00000000850378,2.94,-0.32
30Sep2018 0:00:00,00000000850381,2.44,-0.83
31Jan2018 0:00:00,00000000850401,2.33,0.16
31Oct2018 0:00:00,00000000850476,2.99,-0.14
31Mar2018 0:00:00,00000000850494,2.37,0.01
30Nov2017 0:00:00,00000000850506,2.69,-0.43
28Feb2018 0:00:00,00000000850513,2.37,1.34
31Dec2017 0:00:00,00000000850524,2.75,-0.64
30Sep2018 0:00:00,00000000850534,2.38,-1.27
31Jan2018 0:00:00,00000000850535,2.44,0.37
31Oct2017 0:00:00,00000000850547,2.37,-0.15
30Sep2018 0:00:00,00000000850637,2.37,-0.73
30Nov2017 0:00:00,00000000850654,2.26,1.03
31May2018 0:00:00,00000000850676,2.41,-0.02
30Sep2018 0:00:00,00000000850713,2.98,-1.13
30Sep2018 0:00:00,00000000850742,2.92,-1.82
30Sep2018 0:00:00,00000000850761,2.26,-1.1
28Feb2018 0:00:00,00000000850773,2.76,0.3
31Oct2017 0:00:00,00000000850812,2.28,1.08
31Oct2018 0:00:00,00000000850816,2.53,0.55
31Dec2017 0:00:00,00000000850823,2.65,-0.52
30Apr2018 0:00:00,00000000850866,2.24,-1.44
31Oct2018 0:00:00,00000000850890,2.81,-0.45
30Jun2018 0:00:00,00000000850896,2.31,0.06
30Sep2018 0:00:00,00000000850897,2.35,1.15
30Sep2018 0:00:00,00000000850918,2.89,0.77
31Oct2017 0:00:00,00000000850977,2.27,-0.61
30Nov2017 0:00:00,00000000850990,2.43,0.83
30Apr2018 0:00:00,00000000851019,2.29,-1.21
31Aug2018 0:00:00,00000000851032,2.5,-0.89
28Feb2018 0:00:00,00000000851045,3.24,0.18
31Jul2018 0:00:00,00000000851047,2.29,0.88
28Feb2018 0:00:00,00000000851073,2.5,-0.22
28Feb2018 0:00:00,00000000851074,2.49,0.82
31Aug2018 0:00:00,00000000851087,2.25,1.25
31Oct2017 0:00:00,00000000851088,2.36,0.87
31Jul2018 0:00:00,00000000851136,2.52,-0.41
30Nov2017 0:00:00,00000000851163,2.27,-0.4
31Jan2018 0:00:00,00000000851177,2.86,0.48
31Oct2017 0:00:00,00000000851189,2.38,-1.39
31Aug2018 0:00:00,00000000851191,2.37,0.62
31Oct2018 0:00:00,00000000851219,2.27,-1.7
31Jul2018 0:00:00,00000000851230,2.4,1.73
31May2018 0:00:00,00000000851290,2.8,-0.99
31Jan2018 0:00:00,00000000851300,2.82,1.61
31Mar2018 0:00:00,00000000851336,2.28,0.57
31Jan2018 0:00:00,00000000851343,2.37,2.29
31Oct2018 0:00:00,00000000851345,3.63,1.33
31Oct2017 0:00:00,00000000851357,2.99,1.09
31Jul2018 0:00:00,00000000851358,2.94,1.77
30Nov2017 0:00:00,00000000851367,3.27,0.01
28Feb2018 0:00:00,00000000851376,2.81,1.22
31Dec2017 0:00:00,00000000851382,2.33,-0.28
31Aug2018 0:00:00,00000000851518,3.12,0.15
31Dec2017 0:00:00,00000000851523,3.98,-0.25
31Jan2018 0:00:00,00000000851531,2.27,-1.36
30Nov2017 0:00:00,00000000851543,2.51,1.08
31Mar2018 0:00:00,00000000851638,2.69,-1.29
31Jul2018 0:00:00,00000000851643,2.43,1.95
31Aug2018 0:00:00,00000000851652,2.26,-0.19
31Oct2018 0:00:00,00000000851656,2.31,0.07
30Jun2018 0:00:00,00000000851673,2.66,0.03
30Nov2017 0:00:00,00000000851684,2.36,0.08
31Jul2018 0:00:00,00000000851688,2.63,0.48
30Jun2018 0:00:00,00000000851696,2.88,0.01
30Jun2018 0:00:00,00000000851707,2.58,0.27
30Nov2017 0:00:00,00000000851747,2.29,-0.09
30Jun2018 0:00:00,00000000851758,2.45,0.44
30Jun2018 0:00:00,00000000851799,2.34,2.02
31Mar2018 0:00:00,00000000851809,2.83,-1.22
31Jul2018 0:00:00,00000000851833,2.26,0.82
31Aug2018 0:00:00,00000000851849,2.96,0.44
31Dec2017 0:00:00,00000000851850,2.49,-0.8
31Aug2018 0:00:00,00000000851862,2.43,0.72
30Sep2018 0:00:00,00000000851863,2.25,0.23
31Oct2017 0:00:00,00000000851864,2.39,-0.89
31May2018 0:00:00,00000000851880,2.33,-1.72
31Jan2018 0:00:00,00000000851931,2.33,-1.35
31Oct2018 0:00:00,00000000852014,2.67,0.53
31Dec2017 0:00:00,00000000852023,2.25,-0.39
31Jul2018 0:00:00,00000000852026,2.53,0.2
30Apr2018 0:00:00,00000000852045,2.34,-0.26
31Oct2017 0:00:00,00000000852046,2.94,-0.69
31Jul2018 0:00:00,00000000852085,3.3,-0.55
31Dec2017 0:00:00,00000000852109,2.41,1.71
30Nov2017 0:00:00,00000000852110,2.57,-0.14
31Mar2018 0:00:00,00000000852133,2.91,0.11
31Dec2017 0:00:00,00000000852169,2.44,0.03
31Oct2018 0:00:00,00000000852217,2.83,-2.07
31Dec2017 0:00:00,00000000852234,2.84,-1.58
31Oct2018 0:00:00,00000000852251,2.26,-1.25
31Oct2017 0:00:00,00000000852279,2.28,1.16
30Jun2018 0:00:00,00000000852297,2.59,-1.48
28Feb2018 0:00:00,00000000852305,2.25,-0.1
31Oct2017 0:00:00,00000000852318,2.49,0.28
31Mar2018 0:00:00,00000000852325,2.95,-0.26
31May2018 0:00:00,00000000852374,3.19,-2.74
31Oct2017 0:00:00,00000000852435,2.6,1.75
31May2018 0:00:00,00000000852449,3.11,-0.07
31May2018 0:00:00,00000000852457,3.54,0.84
30Sep2018 0:00:00,00000000852526,2.64,0.93
30Nov2017 0:00:00,00000000852527,2.31,1.39
31Jan2018 0:00:00,00000000852547,2.54,1.99
31Dec2017 0:00:00,00000000852567,3.17,1.2
30Sep2018 0:00:00,00000000852571,3.46,-0.73
31Oct2017 0:00:00,00000000852589,2.36,0.69
31Aug2018 0:00:00,00000000852596,2.26,-1.25
