MOIS,CLIENT_ID,pret_anterieur,compte_commercial,carte_MC,NSF,PH_autre_FI,sphere_epargne,sphere_financement,sphere_transaction,nb_produit,relation_BNC,vol_MC,vol_epargne,vol_financement,vol_transaction,TEF,mono_produit,PH
31Jan2018 0:00:00,00000000811774,0,1,0,0,0,0,0,1,1,10,,,,2490,1,1,0
31Jan2018 0:00:00,00000000811798,0,0,0,0,1,0,0,1,1,9,,,,1550,1,1,0
31May2018 0:00:00,00000000811800,0,1,1,0,1,1,0,1,2,3,21600,156000,,1110,2,0,1
30Apr2018 0:00:00,00000000811829,0,1,0,0,1,1,1,1,3,15,,223000,600000,1700,3,0,0
31Mar2018 0:00:00,00000000811865,0,0,0,0,0,0,0,1,1,9,,,,1780,1,1,0
31Dec2017 0:00:00,00000000811871,0,0,0,0,1,0,1,1,2,4,,,755000,650,2,0,0
31Oct2017 0:00:00,00000000811886,0,1,0,0,1,0,0,1,1,0,,,,1750,1,1,0
31Aug2018 0:00:00,00000000811946,0,0,1,0,0,0,0,1,2,12,20800,,,1210,1,0,0
30Jun2018 0:00:00,00000000811957,0,0,1,0,1,0,0,1,2,11,14450,,,3300,1,0,0
30Apr2018 0:00:00,00000000812004,0,0,0,0,1,0,0,1,1,10,,,,2020,1,1,0
30Sep2018 0:00:00,00000000812115,0,0,0,0,1,0,1,1,2,9,,,269000,2000,2,0,0
31Aug2018 0:00:00,00000000812126,0,0,0,0,0,0,0,1,1,6,,,,1950,1,1,1
31Jul2018 0:00:00,00000000812184,1,0,0,0,0,1,0,1,2,9,,188000,,3010,2,0,0
31Mar2018 0:00:00,00000000812187,0,0,0,0,1,0,0,1,2,11,,,,2470,1,0,0
28Feb2018 0:00:00,00000000812217,0,0,1,0,0,0,0,1,1,8,19600,,,2080,1,1,0
30Apr2018 0:00:00,00000000812233,0,0,0,0,1,0,0,1,1,9,,,,1480,1,1,0
31May2018 0:00:00,00000000812240,0,1,0,0,0,0,0,1,1,11,,,,2810,1,1,0
31Mar2018 0:00:00,00000000812243,0,0,0,0,0,0,0,1,4,10,,,,2360,1,0,1
30Sep2018 0:00:00,00000000812245,0,1,1,0,0,1,0,1,2,10,19950,87000,,2900,2,0,0
31Dec2017 0:00:00,00000000812277,0,0,0,0,1,0,0,1,1,9,,,,1560,1,1,0
31May2018 0:00:00,00000000812286,0,0,0,0,0,0,0,1,1,3,,,,1750,1,1,0
28Feb2018 0:00:00,00000000812291,0,0,1,0,1,0,0,1,1,10,12300,,,2440,1,1,0
30Apr2018 0:00:00,00000000812300,1,0,0,0,0,1,1,1,3,16,,165000,405000,2580,3,0,0
30Jun2018 0:00:00,00000000812322,0,0,1,0,1,0,0,1,1,9,19530,,,3450,1,1,1
31Mar2018 0:00:00,00000000812326,0,0,0,0,0,0,1,1,2,11,,,425000,1120,2,0,0
31Dec2017 0:00:00,00000000812335,0,1,0,0,0,1,1,0,2,3,,167000,467000,,2,0,0
31Mar2018 0:00:00,00000000812383,0,1,0,0,0,0,0,1,1,5,,,,1460,1,1,0
30Apr2018 0:00:00,00000000812430,0,0,0,0,1,0,0,1,3,12,,,,1910,1,0,1
31Jul2018 0:00:00,00000000812488,0,0,1,0,0,0,0,1,1,1,22880,,,2270,1,1,0
31Jan2018 0:00:00,00000000812500,0,0,0,0,1,0,0,1,1,2,,,,1470,1,1,0
31Dec2017 0:00:00,00000000812506,0,1,0,0,1,0,0,1,1,3,,,,3520,1,1,0
31Dec2017 0:00:00,00000000812611,0,0,1,0,0,1,0,1,2,8,21270,156000,,1190,2,0,0
30Jun2018 0:00:00,00000000812618,0,1,1,0,0,0,0,1,2,10,18390,,,2420,1,0,0
28Feb2018 0:00:00,00000000812654,0,1,1,0,0,0,0,1,1,8,18100,,,100,1,1,0
31Jul2018 0:00:00,00000000812667,0,0,0,0,0,1,0,1,2,9,,124000,,1350,2,0,0
30Nov2017 0:00:00,00000000812669,1,0,1,0,0,0,0,0,1,8,21090,,,,0,1,0
31Oct2017 0:00:00,00000000812765,0,1,0,0,0,1,0,1,2,10,,188000,,1140,2,0,0
31Oct2018 0:00:00,00000000812800,0,0,0,0,0,1,0,1,4,16,,205000,,1750,2,0,0
28Feb2018 0:00:00,00000000812820,0,0,1,0,1,1,0,1,2,13,17340,148000,,2420,2,0,1
31Jul2018 0:00:00,00000000812823,0,1,1,0,0,0,0,1,1,10,15010,,,2750,1,1,0
30Sep2018 0:00:00,00000000812826,0,0,0,1,0,0,0,1,1,17,,,,2260,1,1,0
31Dec2017 0:00:00,00000000812836,0,0,0,0,0,0,0,1,1,11,,,,3880,1,1,0
30Apr2018 0:00:00,00000000812863,0,0,0,0,1,0,0,1,3,11,,,,1690,1,0,0
30Jun2018 0:00:00,00000000812969,0,0,0,0,0,0,0,1,1,11,,,,2270,1,1,0
28Feb2018 0:00:00,00000000813001,0,1,0,0,0,0,0,1,1,2,,,,800,1,1,0
28Feb2018 0:00:00,00000000813006,0,0,0,0,1,0,0,1,1,11,,,,1950,1,1,0
31Dec2017 0:00:00,00000000813008,0,0,1,0,1,0,0,1,1,3,15930,,,4800,1,1,0
31Oct2017 0:00:00,00000000813012,0,0,0,0,0,0,1,1,2,3,,,655000,3850,2,0,0
30Nov2017 0:00:00,00000000813043,0,1,0,0,0,1,0,1,2,4,,198000,,1940,2,0,0
31Aug2018 0:00:00,00000000813119,0,0,1,0,0,0,0,1,1,9,18830,,,1170,1,1,0
31Mar2018 0:00:00,00000000813126,0,0,1,0,0,1,1,1,3,6,16650,132000,693000,530,3,0,0
30Jun2018 0:00:00,00000000813140,0,1,0,0,1,0,1,1,2,9,,,436000,1970,2,0,0
28Feb2018 0:00:00,00000000813176,0,0,0,0,0,0,1,1,5,0,,,502000,3540,2,0,0
31May2018 0:00:00,00000000813208,0,0,1,0,1,0,0,1,1,11,21290,,,2950,1,1,0
31Aug2018 0:00:00,00000000813224,1,1,1,0,1,0,0,1,1,10,20410,,,2070,1,1,0
31Aug2018 0:00:00,00000000813293,0,1,0,0,0,1,1,1,3,11,,201000,474000,2430,3,0,0
31Jan2018 0:00:00,00000000813296,0,0,0,0,0,1,0,1,2,6,,110000,,110,2,0,0
30Apr2018 0:00:00,00000000813299,0,0,1,0,0,1,0,0,1,10,24130,82000,,,1,1,0
28Feb2018 0:00:00,00000000813301,0,0,1,0,0,1,0,1,2,2,18170,199000,,3090,2,0,0
30Jun2018 0:00:00,00000000813302,0,0,1,1,1,0,0,1,4,11,24050,,,2140,1,0,0
31Oct2017 0:00:00,00000000813336,0,1,1,1,0,1,1,1,3,9,24800,165000,479000,2740,3,0,0
31Oct2017 0:00:00,00000000813349,1,1,0,0,1,0,0,1,1,6,,,,1800,1,1,0
30Jun2018 0:00:00,00000000813400,1,0,0,0,0,0,1,1,2,15,,,401000,2570,2,0,0
31Aug2018 0:00:00,00000000813403,0,0,1,0,0,1,1,1,3,6,18210,201000,304000,2620,3,0,1
30Apr2018 0:00:00,00000000813451,0,0,1,0,0,0,0,1,1,7,22710,,,3340,1,1,0
31Aug2018 0:00:00,00000000813532,1,0,0,0,0,0,1,1,2,13,,,297000,770,2,0,0
31Mar2018 0:00:00,00000000813539,0,0,1,0,0,0,0,1,4,13,24480,,,2720,1,0,0
28Feb2018 0:00:00,00000000813556,0,0,0,1,1,0,0,1,1,8,,,,2960,1,1,0
31Mar2018 0:00:00,00000000813583,0,0,0,0,1,1,0,1,3,14,,149000,,1770,2,0,0
31Mar2018 0:00:00,00000000813584,0,1,1,0,0,0,0,1,3,2,20920,,,2820,1,0,0
30Nov2017 0:00:00,00000000813678,0,0,0,0,0,1,0,1,2,12,,120000,,2150,2,0,0
31Aug2018 0:00:00,00000000813729,0,0,0,0,1,1,0,1,2,17,,195000,,1540,2,0,0
31Oct2017 0:00:00,00000000813754,0,0,1,0,0,0,0,1,2,3,21900,,,2240,1,0,0
31May2018 0:00:00,00000000813758,0,0,0,0,0,0,1,1,2,7,,,590000,3700,2,0,0
31Jul2018 0:00:00,00000000813770,0,0,0,0,0,1,0,1,2,10,,96000,,2920,2,0,0
31Mar2018 0:00:00,00000000813781,0,0,0,0,0,1,1,1,3,10,,76000,527000,2980,3,0,1
30Apr2018 0:00:00,00000000813782,0,1,0,0,0,0,0,1,1,11,,,,270,1,1,0
30Nov2017 0:00:00,00000000813795,0,0,0,0,1,1,0,1,2,11,,192000,,820,2,0,0
28Feb2018 0:00:00,00000000813798,0,1,0,0,0,1,1,1,3,13,,154000,588000,590,3,0,1
31Mar2018 0:00:00,00000000813823,0,0,0,0,1,0,0,1,1,7,,,,1390,1,1,0
30Sep2018 0:00:00,00000000813843,0,1,0,0,0,0,0,1,1,10,,,,2070,1,1,0
30Apr2018 0:00:00,00000000813854,0,0,1,0,0,1,0,1,2,16,12720,123000,,1890,2,0,0
31Dec2017 0:00:00,00000000813862,0,0,1,0,0,0,1,1,2,6,16880,,583000,3140,2,0,0
30Sep2018 0:00:00,00000000813898,0,0,0,0,0,0,0,1,1,16,,,,2100,1,1,0
31Jul2018 0:00:00,00000000814028,0,0,0,0,0,1,1,1,3,12,,149000,271000,1080,3,0,0
31Aug2018 0:00:00,00000000814055,0,0,0,0,0,1,0,1,2,3,,152000,,1500,2,0,0
30Jun2018 0:00:00,00000000814097,0,0,0,0,1,1,0,1,2,5,,148000,,970,2,0,0
30Apr2018 0:00:00,00000000814178,0,1,1,0,0,0,0,1,2,11,20510,,,1570,1,0,0
31Oct2018 0:00:00,00000000814197,0,0,0,0,1,0,0,1,1,8,,,,2740,1,1,0
31Mar2018 0:00:00,00000000814201,0,0,0,0,0,0,0,1,3,3,,,,2150,1,0,0
31Aug2018 0:00:00,00000000814202,0,0,1,0,0,0,0,1,1,8,22010,,,610,1,1,0
31Dec2017 0:00:00,00000000814217,0,0,0,0,0,1,0,1,2,16,,200000,,1890,2,0,1
31Mar2018 0:00:00,00000000814261,0,0,0,0,0,1,0,1,2,2,,174000,,1190,2,0,0
31Jul2018 0:00:00,00000000814294,0,0,0,0,1,0,0,1,3,0,,,,2150,1,0,0
31May2018 0:00:00,00000000814314,0,0,0,0,0,0,0,1,1,4,,,,1510,1,1,0
31Mar2018 0:00:00,00000000814358,0,1,0,0,0,0,1,1,2,3,,,416000,2820,2,0,0
31May2018 0:00:00,00000000814389,1,1,1,0,1,0,0,1,1,5,15240,,,2550,1,1,0
31Mar2018 0:00:00,00000000814394,0,0,0,0,1,0,0,1,5,11,,,,2480,1,0,0
30Sep2018 0:00:00,00000000814419,0,0,0,0,0,1,0,1,3,15,,78000,,4050,2,0,0
31Aug2018 0:00:00,00000000814438,0,0,0,0,1,1,0,1,2,14,,158000,,1110,2,0,0
31Jul2018 0:00:00,00000000814445,0,1,1,0,0,1,1,1,3,9,17700,91000,552000,2140,3,0,0
30Sep2018 0:00:00,00000000814454,0,0,1,0,0,0,0,1,1,6,23560,,,2580,1,1,0
31Dec2017 0:00:00,00000000814490,0,1,0,0,0,0,0,1,1,3,,,,810,1,1,0
30Jun2018 0:00:00,00000000814526,0,0,0,0,1,0,0,1,1,7,,,,2860,1,1,0
30Jun2018 0:00:00,00000000814576,0,1,1,0,1,0,1,1,2,10,20080,,450000,2000,2,0,0
30Sep2018 0:00:00,00000000814588,0,1,0,0,0,0,0,1,2,11,,,,570,1,0,0
31Jan2018 0:00:00,00000000814593,0,0,0,1,0,1,1,1,3,3,,167000,591000,2280,3,0,0
31Jan2018 0:00:00,00000000814607,0,0,1,1,0,0,0,1,1,13,14540,,,1520,1,1,0
31Aug2018 0:00:00,00000000814703,0,0,1,0,0,0,1,1,2,14,21190,,131000,500,2,0,0
30Jun2018 0:00:00,00000000814711,0,0,1,0,0,1,1,1,3,8,22390,145000,554000,930,3,0,0
31Jul2018 0:00:00,00000000814767,0,0,1,0,0,0,1,1,2,11,14260,,479000,2390,2,0,1
31Oct2018 0:00:00,00000000814775,0,1,1,0,0,1,0,1,2,11,22040,154000,,3390,2,0,0
30Jun2018 0:00:00,00000000814897,0,0,1,0,1,0,0,1,1,3,15400,,,2370,1,1,0
31Jul2018 0:00:00,00000000814935,0,0,0,0,1,0,1,1,2,3,,,676000,1840,2,0,0
31May2018 0:00:00,00000000814972,0,0,0,0,0,0,0,1,1,8,,,,2360,1,1,0
30Nov2017 0:00:00,00000000815034,0,0,1,0,0,0,0,1,2,9,21830,,,100,1,0,0
31Aug2018 0:00:00,00000000815104,0,0,1,0,0,0,0,1,1,15,20050,,,2600,1,1,0
30Nov2017 0:00:00,00000000815139,0,0,0,0,0,0,1,1,2,10,,,632000,370,2,0,0
31Oct2018 0:00:00,00000000815147,0,1,0,0,1,0,0,0,1,13,,,,,0,1,0
30Nov2017 0:00:00,00000000815183,0,0,0,0,0,1,0,1,2,7,,144000,,1680,2,0,0
31Jul2018 0:00:00,00000000815211,0,0,1,0,0,1,0,1,2,4,20820,187000,,710,2,0,0
31May2018 0:00:00,00000000815234,0,1,0,0,1,0,0,1,2,8,,,,2600,1,0,0
31Dec2017 0:00:00,00000000815252,0,0,0,0,1,0,0,1,4,0,,,,1690,1,0,0
30Jun2018 0:00:00,00000000815254,1,1,0,0,0,0,0,1,1,15,,,,3340,1,1,0
30Jun2018 0:00:00,00000000815276,0,0,0,0,0,1,0,1,2,11,,184000,,2910,2,0,0
30Sep2018 0:00:00,00000000815336,0,0,0,0,0,0,0,1,2,13,,,,1710,1,0,0
30Sep2018 0:00:00,00000000815347,0,0,1,0,0,1,0,1,2,12,19350,132000,,1620,2,0,0
31May2018 0:00:00,00000000815365,0,0,0,0,0,0,1,1,2,18,,,260000,2250,2,0,0
30Apr2018 0:00:00,00000000815372,1,0,0,0,0,0,1,0,1,8,,,471000,,1,1,0
31Aug2018 0:00:00,00000000815428,0,0,1,0,0,1,0,1,2,7,29080,192000,,1180,2,0,0
31Mar2018 0:00:00,00000000815468,0,0,1,0,1,0,0,1,3,9,20740,,,840,1,0,0
31Oct2018 0:00:00,00000000815532,0,1,0,0,1,1,0,1,2,19,,162000,,770,2,0,0
31Dec2017 0:00:00,00000000815539,0,1,0,0,1,0,0,1,1,9,,,,1860,1,1,0
31Jul2018 0:00:00,00000000815541,0,0,0,0,1,1,1,1,3,8,,219000,489000,1750,3,0,0
31Mar2018 0:00:00,00000000815552,0,0,0,0,0,0,0,1,1,10,,,,2510,1,1,0
31Jul2018 0:00:00,00000000815554,0,0,1,0,0,0,0,1,1,10,22210,,,530,1,1,0
28Feb2018 0:00:00,00000000815635,0,0,0,0,1,1,0,1,3,12,,152000,,2600,2,0,0
30Sep2018 0:00:00,00000000815691,0,0,0,0,1,1,0,0,3,10,,152000,,,1,0,0
31Mar2018 0:00:00,00000000815843,1,0,0,0,0,0,0,1,1,16,,,,2480,1,1,0
31Dec2017 0:00:00,00000000815867,0,0,1,0,1,1,1,1,3,12,19020,173000,238000,2440,3,0,0
31Jul2018 0:00:00,00000000815874,0,0,0,0,0,0,0,1,1,10,,,,2740,1,1,0
31Oct2017 0:00:00,00000000815891,0,0,1,0,0,0,0,1,1,11,16020,,,780,1,1,0
30Jun2018 0:00:00,00000000815918,0,0,1,0,0,1,0,1,2,14,19460,155000,,2010,2,0,0
28Feb2018 0:00:00,00000000815922,0,0,0,0,0,0,0,1,2,3,,,,1870,1,0,0
31Jan2018 0:00:00,00000000816053,0,0,0,0,0,0,0,1,1,11,,,,460,1,1,1
30Sep2018 0:00:00,00000000816057,0,0,0,0,0,0,1,1,2,3,,,343000,1540,2,0,0
31Dec2017 0:00:00,00000000816064,0,0,0,0,0,1,0,1,2,8,,64000,,760,2,0,0
31May2018 0:00:00,00000000816178,0,0,0,0,0,1,0,1,2,14,,162000,,1230,2,0,0
28Feb2018 0:00:00,00000000816180,0,0,0,1,0,1,1,1,3,5,,116000,711000,1240,3,0,1
31May2018 0:00:00,00000000816188,0,0,0,0,0,1,0,0,1,7,,122000,,,1,1,0
30Nov2017 0:00:00,00000000816192,1,0,0,0,1,0,0,1,4,7,,,,2990,1,0,0
31Oct2017 0:00:00,00000000816311,0,0,0,0,0,0,0,1,1,6,,,,1870,1,1,0
31Mar2018 0:00:00,00000000816357,1,0,1,0,1,0,0,1,1,17,16820,,,2020,1,1,1
31Jan2018 0:00:00,00000000816383,0,0,0,1,1,1,1,1,3,8,,241000,520000,3260,3,0,0
31Dec2017 0:00:00,00000000816430,0,0,1,0,0,0,0,1,1,15,23850,,,1400,1,1,0
31Jul2018 0:00:00,00000000816587,0,1,1,0,1,0,0,1,1,1,18840,,,1760,1,1,0
30Sep2018 0:00:00,00000000816672,1,0,0,0,1,1,0,1,2,9,,196000,,1750,2,0,1
30Nov2017 0:00:00,00000000816690,0,0,0,0,0,0,0,1,1,11,,,,1980,1,1,1
31Mar2018 0:00:00,00000000816728,0,0,1,1,1,0,0,1,3,6,16860,,,3570,1,0,0
31Mar2018 0:00:00,00000000816745,0,0,0,0,0,0,0,1,1,10,,,,100,1,1,1
30Sep2018 0:00:00,00000000816759,0,0,0,0,1,0,0,1,2,10,,,,3380,1,0,0
31Oct2018 0:00:00,00000000816802,0,0,0,0,0,1,1,1,3,9,,174000,258000,450,3,0,0
30Apr2018 0:00:00,00000000816815,0,0,0,1,0,0,0,1,1,14,,,,3270,1,1,0
31Jan2018 0:00:00,00000000816916,0,0,0,0,0,0,1,1,2,10,,,700000,1320,2,0,0
28Feb2018 0:00:00,00000000816939,0,0,1,0,0,1,0,1,2,11,20870,80000,,1090,2,0,0
31Oct2017 0:00:00,00000000817010,0,0,0,0,0,0,0,1,1,13,,,,1810,1,1,0
30Apr2018 0:00:00,00000000817022,0,1,0,0,1,0,0,1,1,13,,,,3220,1,1,0
31Aug2018 0:00:00,00000000817181,0,0,1,0,0,0,1,1,2,6,19510,,516000,230,2,0,0
30Nov2017 0:00:00,00000000817364,0,0,1,0,0,0,0,1,2,12,17890,,,3050,1,0,0
30Nov2017 0:00:00,00000000817366,0,0,1,0,0,1,0,1,2,2,17840,190000,,1710,2,0,0
31Jan2018 0:00:00,00000000817581,0,1,0,0,0,0,0,1,1,19,,,,1850,1,1,0
28Feb2018 0:00:00,00000000817610,0,1,0,0,1,0,1,1,2,12,,,423000,3250,2,0,0
30Jun2018 0:00:00,00000000817612,0,0,0,0,1,0,0,1,1,1,,,,3030,1,1,0
31Mar2018 0:00:00,00000000817618,0,0,1,0,1,0,0,0,1,10,19470,,,,0,1,1
31Oct2017 0:00:00,00000000817624,0,0,1,0,1,1,1,1,3,12,22590,185000,318000,790,3,0,1
31Mar2018 0:00:00,00000000817640,0,0,0,0,0,0,0,1,1,8,,,,3050,1,1,0
28Feb2018 0:00:00,00000000817675,0,1,0,0,1,0,0,1,1,8,,,,2720,1,1,0
30Sep2018 0:00:00,00000000817698,0,0,0,0,0,0,0,1,1,10,,,,100,1,1,0
31Aug2018 0:00:00,00000000817709,0,0,0,0,0,0,0,1,1,4,,,,1840,1,1,0
31Mar2018 0:00:00,00000000817780,0,1,0,0,0,0,0,1,1,9,,,,2460,1,1,0
30Nov2017 0:00:00,00000000817791,0,1,1,0,1,1,0,1,2,1,22500,214000,,2370,2,0,0
30Jun2018 0:00:00,00000000817793,1,0,0,0,0,0,0,1,1,12,,,,2430,1,1,0
31Jan2018 0:00:00,00000000817864,0,0,1,0,1,0,1,1,2,4,20780,,353000,2750,2,0,0
31Jan2018 0:00:00,00000000817878,0,0,0,0,1,0,1,1,2,2,,,677000,1490,2,0,0
28Feb2018 0:00:00,00000000817879,0,0,0,0,0,0,0,1,3,18,,,,1970,1,0,0
31Jan2018 0:00:00,00000000817901,1,0,0,0,1,0,1,1,2,8,,,552000,3020,2,0,0
31May2018 0:00:00,00000000817905,0,1,0,0,1,0,0,1,1,12,,,,3050,1,1,0
31Mar2018 0:00:00,00000000817917,0,0,0,0,1,1,0,1,3,9,,79000,,1420,2,0,0
30Sep2018 0:00:00,00000000817925,0,0,0,0,1,0,0,1,1,7,,,,280,1,1,0
31Oct2018 0:00:00,00000000818002,0,0,1,0,0,0,0,1,1,19,22260,,,2930,1,1,0
31Oct2017 0:00:00,00000000818003,0,1,0,0,0,1,0,1,2,9,,181000,,1310,2,0,0
28Feb2018 0:00:00,00000000818019,0,0,0,0,1,1,0,1,3,12,,141000,,2410,2,0,0
31Dec2017 0:00:00,00000000818026,0,0,0,0,1,1,0,1,2,14,,135000,,1020,2,0,0
30Nov2017 0:00:00,00000000818058,0,1,0,0,0,0,0,1,1,7,,,,3020,1,1,0
30Jun2018 0:00:00,00000000818098,0,0,0,0,0,0,0,1,1,4,,,,1990,1,1,0
30Jun2018 0:00:00,00000000818106,0,0,0,0,0,0,1,1,2,2,,,695000,1560,2,0,0
31Oct2017 0:00:00,00000000818144,0,0,0,0,0,0,0,1,2,4,,,,1900,1,0,0
30Nov2017 0:00:00,00000000818166,0,0,0,0,0,1,1,1,3,7,,175000,522000,1960,3,0,0
30Jun2018 0:00:00,00000000818214,0,0,0,0,0,0,1,1,2,7,,,273000,2230,2,0,0
30Jun2018 0:00:00,00000000818313,0,0,0,0,0,0,0,1,1,12,,,,1610,1,1,0
30Jun2018 0:00:00,00000000818315,0,0,0,0,0,1,0,1,2,2,,151000,,1520,2,0,0
31Jul2018 0:00:00,00000000818322,0,0,1,0,0,1,0,0,1,14,18950,57000,,,1,1,0
30Apr2018 0:00:00,00000000818337,0,0,0,0,0,0,0,1,1,13,,,,3530,1,1,0
31May2018 0:00:00,00000000818338,0,0,1,0,0,0,0,1,1,5,20250,,,3210,1,1,0
30Jun2018 0:00:00,00000000818364,0,0,0,0,0,1,0,1,2,4,,148000,,2760,2,0,0
31Dec2017 0:00:00,00000000818368,0,0,1,0,0,0,0,1,1,6,16590,,,1670,1,1,1
31Jul2018 0:00:00,00000000818413,0,0,0,0,0,0,1,1,2,12,,,400000,1850,2,0,0
31Jan2018 0:00:00,00000000818493,0,0,1,0,0,1,0,1,2,12,25280,140000,,1570,2,0,0
30Jun2018 0:00:00,00000000818571,0,0,1,0,1,0,0,1,5,14,22900,,,2430,1,0,0
30Sep2018 0:00:00,00000000818579,0,0,0,0,1,0,0,1,1,11,,,,2520,1,1,0
31Jan2018 0:00:00,00000000818587,0,1,1,0,0,1,0,1,2,7,20100,221000,,3000,2,0,0
30Sep2018 0:00:00,00000000818605,0,0,0,0,1,0,0,1,1,10,,,,2160,1,1,1
31Oct2018 0:00:00,00000000818611,0,0,1,0,0,0,0,1,4,15,19450,,,2250,1,0,0
31Jul2018 0:00:00,00000000818616,0,1,0,0,0,1,1,1,3,7,,213000,680000,1810,3,0,0
30Sep2018 0:00:00,00000000818669,0,1,0,0,0,1,0,1,2,14,,122000,,1950,2,0,0
30Apr2018 0:00:00,00000000818698,0,0,1,0,1,0,0,1,2,16,19220,,,850,1,0,0
31Jan2018 0:00:00,00000000818704,0,1,1,0,0,0,0,1,1,2,24890,,,4170,1,1,0
30Nov2017 0:00:00,00000000818745,0,1,1,0,1,1,0,1,2,5,21320,112000,,100,2,0,0
31Oct2017 0:00:00,00000000818794,0,0,0,0,1,0,0,1,1,11,,,,3480,1,1,0
30Sep2018 0:00:00,00000000818807,0,1,1,0,1,1,0,0,1,12,28060,161000,,,1,1,0
31Jul2018 0:00:00,00000000818850,0,0,0,0,1,1,0,1,2,15,,160000,,950,2,0,1
30Apr2018 0:00:00,00000000818876,0,0,1,0,0,0,0,1,1,7,25620,,,2740,1,1,1
28Feb2018 0:00:00,00000000818886,0,1,1,0,0,1,0,1,2,7,29110,29000,,2840,2,0,0
31Oct2018 0:00:00,00000000818898,0,0,1,0,0,0,1,1,2,3,28600,,575000,100,2,0,0
31May2018 0:00:00,00000000818939,0,0,0,0,0,0,0,1,1,11,,,,860,1,1,0
30Jun2018 0:00:00,00000000818994,0,0,0,0,1,1,0,0,1,5,,148000,,,1,1,0
28Feb2018 0:00:00,00000000819009,0,1,1,0,0,0,0,1,1,14,20110,,,140,1,1,0
30Nov2017 0:00:00,00000000819022,0,0,0,0,0,1,0,1,2,10,,134000,,2150,2,0,1
31Oct2017 0:00:00,00000000819056,0,1,1,0,0,1,0,1,2,10,15690,206000,,1280,2,0,1
30Nov2017 0:00:00,00000000819057,0,0,0,0,0,0,0,0,1,5,,,,,0,1,0
31Oct2017 0:00:00,00000000819060,0,0,1,0,1,0,1,1,4,11,16460,,216000,800,2,0,1
31Oct2018 0:00:00,00000000819078,0,0,1,0,0,0,0,1,1,9,25900,,,1130,1,1,0
31Jan2018 0:00:00,00000000819138,0,0,0,0,0,0,1,1,2,8,,,484000,1450,2,0,0
31Mar2018 0:00:00,00000000819174,0,0,0,0,1,0,1,1,3,0,,,538000,2300,2,0,0
31Mar2018 0:00:00,00000000819249,0,0,0,0,0,0,1,1,3,17,,,428000,3460,2,0,0
30Nov2017 0:00:00,00000000819302,0,0,0,0,0,1,0,1,2,9,,163000,,1850,2,0,1
30Sep2018 0:00:00,00000000819334,0,1,0,0,0,1,1,1,3,9,,128000,393000,1890,3,0,0
30Nov2017 0:00:00,00000000819337,0,0,0,0,0,0,0,1,2,9,,,,3040,1,0,0
31Oct2017 0:00:00,00000000819346,0,0,1,0,0,1,0,1,2,6,22380,192000,,2280,2,0,1
30Sep2018 0:00:00,00000000819415,0,0,0,0,0,1,1,1,3,15,,117000,364000,100,3,0,1
31Oct2018 0:00:00,00000000819420,0,0,1,0,0,0,0,1,1,5,18900,,,1890,1,1,1
30Sep2018 0:00:00,00000000819422,0,1,1,0,0,0,0,1,1,11,19950,,,980,1,1,0
30Jun2018 0:00:00,00000000819446,1,0,1,0,0,0,0,1,3,12,17470,,,2020,1,0,0
31May2018 0:00:00,00000000819482,0,1,0,0,0,1,0,1,2,2,,160000,,1390,2,0,0
30Nov2017 0:00:00,00000000819547,1,1,0,0,0,0,0,1,1,14,,,,2490,1,1,0
31Jul2018 0:00:00,00000000819570,0,0,0,0,0,0,0,1,1,7,,,,1490,1,1,1
31Jan2018 0:00:00,00000000819580,0,1,0,0,0,0,0,1,1,11,,,,3990,1,1,0
31May2018 0:00:00,00000000819584,0,0,1,0,0,1,1,1,3,3,10720,165000,422000,2370,3,0,0
30Nov2017 0:00:00,00000000819591,1,0,0,0,0,0,0,1,1,11,,,,2910,1,1,0
30Sep2018 0:00:00,00000000819619,0,1,1,0,0,0,0,1,1,8,22550,,,3210,1,1,0
31Jan2018 0:00:00,00000000819657,0,0,0,0,1,1,0,1,3,10,,162000,,1690,2,0,0
31Mar2018 0:00:00,00000000819745,0,0,0,0,1,1,0,1,2,6,,147000,,1020,2,0,0
31Jan2018 0:00:00,00000000819750,0,0,1,1,0,1,1,1,3,11,28440,153000,489000,2710,3,0,1
31Oct2018 0:00:00,00000000819761,0,0,0,0,0,0,0,1,1,6,,,,2970,1,1,0
30Sep2018 0:00:00,00000000819793,0,0,0,0,0,1,0,1,2,0,,169000,,1350,2,0,0
31Dec2017 0:00:00,00000000819796,0,0,1,1,0,1,1,1,3,11,17730,87000,602000,2300,3,0,0
28Feb2018 0:00:00,00000000819801,0,0,0,0,1,1,0,1,2,13,,149000,,1490,2,0,0
31Oct2018 0:00:00,00000000819825,0,0,1,0,0,0,0,1,1,11,16130,,,1160,1,1,0
31Jul2018 0:00:00,00000000819857,0,0,1,0,1,0,0,1,1,14,24070,,,2540,1,1,0
31Mar2018 0:00:00,00000000819858,1,0,0,0,0,1,0,1,2,6,,107000,,2530,2,0,0
30Jun2018 0:00:00,00000000819870,0,0,1,0,0,1,0,1,2,7,16030,204000,,2910,2,0,1
30Jun2018 0:00:00,00000000819881,0,1,1,0,1,0,0,1,3,10,12610,,,2430,1,0,0
30Apr2018 0:00:00,00000000819888,0,0,1,1,0,0,0,1,1,6,20510,,,2790,1,1,0
31Mar2018 0:00:00,00000000819902,0,0,1,0,0,0,0,1,1,0,17930,,,2330,1,1,0
