MOIS,CLIENT_ID,web_taux,web_mls,vol_taux,vol_mls
30Apr2018 0:00:00,00000000830827,0,0,0,0
31May2018 0:00:00,00000000830862,0,0,0,0
30Jun2018 0:00:00,00000000830866,0,1,0,45
30Nov2017 0:00:00,00000000830867,0,1,0,8
31May2018 0:00:00,00000000830897,1,0,35,0
31Aug2018 0:00:00,00000000830912,0,0,0,0
31Jul2018 0:00:00,00000000830949,0,1,0,45
30Sep2018 0:00:00,00000000830994,0,0,0,0
30Sep2018 0:00:00,00000000831006,0,0,0,0
31Aug2018 0:00:00,00000000831018,0,0,0,0
30Jun2018 0:00:00,00000000831042,0,1,0,33
31Dec2017 0:00:00,00000000831049,0,1,0,44
30Sep2018 0:00:00,00000000831070,0,0,0,0
30Nov2017 0:00:00,00000000831086,0,1,0,17
31Aug2018 0:00:00,00000000831095,0,1,0,27
28Feb2018 0:00:00,00000000831159,0,0,0,0
30Nov2017 0:00:00,00000000831205,0,1,0,45
31Mar2018 0:00:00,00000000831214,1,0,4,0
31May2018 0:00:00,00000000831247,0,0,0,0
30Sep2018 0:00:00,00000000831251,0,0,0,0
31Jan2018 0:00:00,00000000831258,0,0,0,0
31Oct2018 0:00:00,00000000831277,0,1,0,8
30Apr2018 0:00:00,00000000831285,0,1,0,28
30Jun2018 0:00:00,00000000831371,0,0,0,0
31Mar2018 0:00:00,00000000831384,0,0,0,0
30Nov2017 0:00:00,00000000831390,0,1,0,16
31Mar2018 0:00:00,00000000831394,0,1,0,44
30Jun2018 0:00:00,00000000831396,0,1,0,35
30Apr2018 0:00:00,00000000831412,0,1,0,3
31Dec2017 0:00:00,00000000831421,0,0,0,0
30Apr2018 0:00:00,00000000831432,1,0,50,0
28Feb2018 0:00:00,00000000831435,0,0,0,0
30Jun2018 0:00:00,00000000831449,0,0,0,0
31Oct2017 0:00:00,00000000831473,0,0,0,0
30Sep2018 0:00:00,00000000831503,0,0,0,0
30Nov2017 0:00:00,00000000831552,0,1,0,3
31Oct2017 0:00:00,00000000831555,1,1,51,45
30Apr2018 0:00:00,00000000831563,1,1,20,35
31Oct2018 0:00:00,00000000831600,1,0,32,0
30Nov2017 0:00:00,00000000831683,1,0,47,0
31May2018 0:00:00,00000000831688,0,0,0,0
30Sep2018 0:00:00,00000000831701,1,0,44,0
31Oct2017 0:00:00,00000000831753,0,1,0,45
28Feb2018 0:00:00,00000000831809,1,1,4,36
31Dec2017 0:00:00,00000000831842,0,1,0,33
28Feb2018 0:00:00,00000000831843,0,0,0,0
31Dec2017 0:00:00,00000000831879,1,0,16,0
30Apr2018 0:00:00,00000000831914,1,0,17,0
31Oct2018 0:00:00,00000000831926,0,0,0,0
31Jul2018 0:00:00,00000000831930,1,0,11,0
31Aug2018 0:00:00,00000000831964,0,0,0,0
30Jun2018 0:00:00,00000000831971,1,0,14,0
30Sep2018 0:00:00,00000000831972,1,1,25,15
30Sep2018 0:00:00,00000000832050,0,0,0,0
31Jul2018 0:00:00,00000000832054,1,0,31,0
31Aug2018 0:00:00,00000000832055,0,1,0,45
31Oct2017 0:00:00,00000000832059,0,0,0,0
30Nov2017 0:00:00,00000000832081,0,1,0,44
28Feb2018 0:00:00,00000000832094,1,0,8,0
30Jun2018 0:00:00,00000000832099,0,1,0,8
31Aug2018 0:00:00,00000000832116,0,1,0,45
31May2018 0:00:00,00000000832136,0,0,0,0
31Dec2017 0:00:00,00000000832168,0,0,0,0
30Nov2017 0:00:00,00000000832176,0,0,0,0
31Jul2018 0:00:00,00000000832184,1,1,32,17
30Apr2018 0:00:00,00000000832236,0,0,0,0
31Aug2018 0:00:00,00000000832269,1,1,49,41
28Feb2018 0:00:00,00000000832274,0,1,0,9
31Mar2018 0:00:00,00000000832283,0,1,0,28
31May2018 0:00:00,00000000832361,0,1,0,7
28Feb2018 0:00:00,00000000832395,0,0,0,0
30Sep2018 0:00:00,00000000832404,0,1,0,45
30Nov2017 0:00:00,00000000832457,0,1,0,33
31Mar2018 0:00:00,00000000832463,0,1,0,41
30Apr2018 0:00:00,00000000832494,1,0,11,0
30Sep2018 0:00:00,00000000832514,0,0,0,0
30Sep2018 0:00:00,00000000832550,1,0,4,0
31Oct2018 0:00:00,00000000832556,0,0,0,0
31Mar2018 0:00:00,00000000832605,0,0,0,0
31Oct2017 0:00:00,00000000832620,0,0,0,0
31Mar2018 0:00:00,00000000832646,0,1,0,15
30Jun2018 0:00:00,00000000832700,0,1,0,43
31Oct2018 0:00:00,00000000832723,0,0,0,0
30Sep2018 0:00:00,00000000832767,0,0,0,0
31Oct2017 0:00:00,00000000832780,0,0,0,0
30Jun2018 0:00:00,00000000832806,1,0,35,0
31Aug2018 0:00:00,00000000832808,0,1,0,4
31Oct2018 0:00:00,00000000832946,0,0,0,0
31Dec2017 0:00:00,00000000832947,0,0,0,0
31Aug2018 0:00:00,00000000832949,0,1,0,16
31Aug2018 0:00:00,00000000832952,0,1,0,26
31Aug2018 0:00:00,00000000832969,0,1,0,12
30Nov2017 0:00:00,00000000833045,0,0,0,0
31Mar2018 0:00:00,00000000833094,1,1,22,3
30Apr2018 0:00:00,00000000833120,0,1,0,45
31Mar2018 0:00:00,00000000833159,0,1,0,41
31Oct2017 0:00:00,00000000833215,0,0,0,0
28Feb2018 0:00:00,00000000833237,1,1,35,14
31Mar2018 0:00:00,00000000833274,0,1,0,29
31Mar2018 0:00:00,00000000833465,0,0,0,0
30Jun2018 0:00:00,00000000833478,0,0,0,0
31Oct2018 0:00:00,00000000833499,1,0,10,0
28Feb2018 0:00:00,00000000833504,0,0,0,0
30Nov2017 0:00:00,00000000833573,0,1,0,31
31Oct2017 0:00:00,00000000833641,0,0,0,0
31Oct2017 0:00:00,00000000833704,0,1,0,45
28Feb2018 0:00:00,00000000833817,0,0,0,0
28Feb2018 0:00:00,00000000833830,0,0,0,0
31Oct2017 0:00:00,00000000833864,0,1,0,19
31Dec2017 0:00:00,00000000833874,0,1,0,25
31Mar2018 0:00:00,00000000833881,1,0,17,0
31Mar2018 0:00:00,00000000833899,0,0,0,0
31Oct2018 0:00:00,00000000833908,0,1,0,3
30Apr2018 0:00:00,00000000833913,0,0,0,0
31Mar2018 0:00:00,00000000833980,0,1,0,37
31Jul2018 0:00:00,00000000833983,0,1,0,3
28Feb2018 0:00:00,00000000834094,0,1,0,15
31Dec2017 0:00:00,00000000834157,1,0,32,0
31Oct2017 0:00:00,00000000834172,0,0,0,0
30Apr2018 0:00:00,00000000834210,0,0,0,0
30Apr2018 0:00:00,00000000834227,1,0,21,0
31May2018 0:00:00,00000000834249,1,0,31,0
31Aug2018 0:00:00,00000000834254,0,1,0,45
31Mar2018 0:00:00,00000000834267,0,1,0,45
31Jul2018 0:00:00,00000000834279,0,0,0,0
31Mar2018 0:00:00,00000000834338,0,1,0,45
28Feb2018 0:00:00,00000000834346,0,0,0,0
31Oct2017 0:00:00,00000000834355,0,0,0,0
30Apr2018 0:00:00,00000000834393,0,0,0,0
31Oct2017 0:00:00,00000000834403,0,0,0,0
31Dec2017 0:00:00,00000000834411,0,0,0,0
30Nov2017 0:00:00,00000000834444,0,0,0,0
30Sep2018 0:00:00,00000000834479,0,1,0,41
31Jan2018 0:00:00,00000000834501,1,0,36,0
31Aug2018 0:00:00,00000000834524,0,1,0,26
31Oct2017 0:00:00,00000000834550,0,1,0,19
31Jan2018 0:00:00,00000000834571,0,0,0,0
31Jul2018 0:00:00,00000000834592,0,0,0,0
30Nov2017 0:00:00,00000000834646,0,1,0,27
31Mar2018 0:00:00,00000000834654,0,0,0,0
31Aug2018 0:00:00,00000000834678,0,1,0,45
31May2018 0:00:00,00000000834778,0,1,0,42
31Oct2017 0:00:00,00000000834779,0,1,0,6
30Jun2018 0:00:00,00000000834821,0,1,0,45
31Mar2018 0:00:00,00000000834822,0,1,0,45
31Oct2018 0:00:00,00000000834856,0,1,0,43
30Jun2018 0:00:00,00000000834894,0,0,0,0
31Oct2017 0:00:00,00000000834910,0,0,0,0
30Nov2017 0:00:00,00000000834994,0,1,0,12
31Mar2018 0:00:00,00000000835047,0,0,0,0
31Jan2018 0:00:00,00000000835105,0,0,0,0
30Apr2018 0:00:00,00000000835114,0,0,0,0
30Jun2018 0:00:00,00000000835150,1,1,24,27
31May2018 0:00:00,00000000835153,0,1,0,39
30Sep2018 0:00:00,00000000835156,1,1,4,7
31Mar2018 0:00:00,00000000835179,0,0,0,0
31Jan2018 0:00:00,00000000835186,0,1,0,24
31Aug2018 0:00:00,00000000835219,0,0,0,0
28Feb2018 0:00:00,00000000835283,0,1,0,45
31Jul2018 0:00:00,00000000835300,1,1,4,24
31Oct2017 0:00:00,00000000835301,0,9,0,17
30Nov2017 0:00:00,00000000835307,0,1,0,44
31Oct2018 0:00:00,00000000835316,0,1,0,24
31Oct2018 0:00:00,00000000835330,1,0,31,0
31Jan2018 0:00:00,00000000835345,0,0,0,0
31Aug2018 0:00:00,00000000835432,0,0,0,0
30Sep2018 0:00:00,00000000835443,0,0,0,0
31Oct2017 0:00:00,00000000835487,0,0,0,0
31Aug2018 0:00:00,00000000835508,0,1,0,38
31Jan2018 0:00:00,00000000835538,0,0,0,0
28Feb2018 0:00:00,00000000835539,1,0,53,0
30Jun2018 0:00:00,00000000835604,1,1,38,44
30Sep2018 0:00:00,00000000835662,0,1,0,19
30Apr2018 0:00:00,00000000835734,0,1,0,5
31Aug2018 0:00:00,00000000835745,0,1,0,40
31Oct2017 0:00:00,00000000835768,0,1,0,27
30Apr2018 0:00:00,00000000835770,0,0,0,0
31Jan2018 0:00:00,00000000835787,0,1,0,45
30Jun2018 0:00:00,00000000835805,0,1,0,29
31Oct2017 0:00:00,00000000835818,1,0,25,0
31Aug2018 0:00:00,00000000835837,0,1,0,30
31Oct2018 0:00:00,00000000835855,1,0,43,0
31Jan2018 0:00:00,00000000835888,1,0,46,0
31Mar2018 0:00:00,00000000835913,0,0,0,0
30Jun2018 0:00:00,00000000835933,0,0,0,0
30Sep2018 0:00:00,00000000835945,0,0,0,0
30Apr2018 0:00:00,00000000835951,1,1,4,37
31Mar2018 0:00:00,00000000835961,0,0,0,0
31Mar2018 0:00:00,00000000835971,0,0,0,0
28Feb2018 0:00:00,00000000836001,1,0,13,0
31May2018 0:00:00,00000000836070,0,0,0,0
31May2018 0:00:00,00000000836133,0,0,0,0
30Apr2018 0:00:00,00000000836148,1,0,55,0
31Aug2018 0:00:00,00000000836213,1,1,46,45
31Oct2017 0:00:00,00000000836298,1,0,9,0
31Jan2018 0:00:00,00000000836302,0,1,0,37
28Feb2018 0:00:00,00000000836332,0,1,0,16
30Sep2018 0:00:00,00000000836357,0,1,0,45
31Mar2018 0:00:00,00000000836417,1,0,5,0
31Mar2018 0:00:00,00000000836461,1,0,30,0
28Feb2018 0:00:00,00000000836469,0,0,0,0
30Apr2018 0:00:00,00000000836480,0,0,0,0
31Jul2018 0:00:00,00000000836498,1,0,33,0
31Jul2018 0:00:00,00000000836507,0,1,0,39
31Jan2018 0:00:00,00000000836525,1,0,33,0
31Oct2018 0:00:00,00000000836533,0,0,0,0
31Jan2018 0:00:00,00000000836558,0,1,0,45
30Sep2018 0:00:00,00000000836578,0,1,0,28
31Mar2018 0:00:00,00000000836608,0,0,0,0
31Mar2018 0:00:00,00000000836659,0,0,0,0
31Aug2018 0:00:00,00000000836661,1,0,18,0
28Feb2018 0:00:00,00000000836701,0,0,0,0
31Oct2018 0:00:00,00000000836716,0,1,0,45
31Dec2017 0:00:00,00000000836754,0,1,0,34
31Dec2017 0:00:00,00000000836768,0,0,0,0
31Mar2018 0:00:00,00000000836788,0,0,0,0
31Dec2017 0:00:00,00000000836803,0,1,0,12
28Feb2018 0:00:00,00000000836860,1,0,4,0
28Feb2018 0:00:00,00000000836865,0,0,0,0
31Aug2018 0:00:00,00000000836867,1,1,7,23
31May2018 0:00:00,00000000836871,0,0,0,0
30Nov2017 0:00:00,00000000836899,1,0,48,0
31Dec2017 0:00:00,00000000836904,0,0,0,0
31Dec2017 0:00:00,00000000836940,1,1,4,42
31May2018 0:00:00,00000000836943,0,0,0,0
31Oct2018 0:00:00,00000000836957,1,0,36,0
30Sep2018 0:00:00,00000000836963,0,0,0,0
28Feb2018 0:00:00,00000000836983,0,0,0,0
30Apr2018 0:00:00,00000000837004,1,0,4,0
31May2018 0:00:00,00000000837023,0,1,0,3
30Apr2018 0:00:00,00000000837030,0,0,0,0
28Feb2018 0:00:00,00000000837049,0,0,0,0
31Aug2018 0:00:00,00000000837055,1,0,46,0
30Sep2018 0:00:00,00000000837067,1,0,51,0
31Dec2017 0:00:00,00000000837072,0,0,0,0
30Apr2018 0:00:00,00000000837086,0,0,0,0
31Oct2017 0:00:00,00000000837087,0,0,0,0
31Aug2018 0:00:00,00000000837101,0,1,0,45
31Dec2017 0:00:00,00000000837132,0,1,0,14
31Mar2018 0:00:00,00000000837146,1,1,30,45
30Apr2018 0:00:00,00000000837153,1,0,54,0
31Oct2018 0:00:00,00000000837183,1,1,11,45
31May2018 0:00:00,00000000837194,1,0,4,0
28Feb2018 0:00:00,00000000837195,0,0,0,0
30Jun2018 0:00:00,00000000837197,0,1,0,17
28Feb2018 0:00:00,00000000837204,0,0,0,0
31Jan2018 0:00:00,00000000837205,0,0,0,0
30Sep2018 0:00:00,00000000837208,0,1,0,6
30Apr2018 0:00:00,00000000837237,1,0,12,0
31Mar2018 0:00:00,00000000837238,0,0,0,0
31Dec2017 0:00:00,00000000837246,1,0,17,0
31Jan2018 0:00:00,00000000837292,0,1,0,5
31Jan2018 0:00:00,00000000837318,0,0,0,0
30Sep2018 0:00:00,00000000837343,0,1,0,9
31Oct2018 0:00:00,00000000837378,0,1,0,44
31Jan2018 0:00:00,00000000837391,0,1,0,45
31Jan2018 0:00:00,00000000837396,1,0,4,0
30Jun2018 0:00:00,00000000837434,0,0,0,0
31Oct2018 0:00:00,00000000837441,0,1,0,20
31Aug2018 0:00:00,00000000837466,0,0,0,0
31Aug2018 0:00:00,00000000837485,1,0,35,0
31Oct2018 0:00:00,00000000837497,0,0,0,0
28Feb2018 0:00:00,00000000837510,0,0,0,0
31Mar2018 0:00:00,00000000837518,0,0,0,0
31Dec2017 0:00:00,00000000837544,1,0,7,0
28Feb2018 0:00:00,00000000837597,0,0,0,0
31Oct2018 0:00:00,00000000837613,1,1,32,8
31Oct2018 0:00:00,00000000837657,0,1,0,31
31Mar2018 0:00:00,00000000837706,0,0,0,0
31Oct2017 0:00:00,00000000837725,0,0,0,0
31Oct2017 0:00:00,00000000837760,0,1,0,33
31Oct2017 0:00:00,00000000837822,1,0,6,0
31Oct2018 0:00:00,00000000837833,1,0,55,0
31Aug2018 0:00:00,00000000837842,1,0,6,0
31Jan2018 0:00:00,00000000837855,0,0,0,0
28Feb2018 0:00:00,00000000837863,0,1,0,26
28Feb2018 0:00:00,00000000837865,0,0,0,0
31Jan2018 0:00:00,00000000837912,0,0,0,0
31Oct2018 0:00:00,00000000837914,1,0,12,0
31Aug2018 0:00:00,00000000837924,0,0,0,0
30Apr2018 0:00:00,00000000837948,0,1,0,35
31Dec2017 0:00:00,00000000837952,1,0,41,0
31Oct2018 0:00:00,00000000837962,0,0,0,0
31Mar2018 0:00:00,00000000838010,1,0,25,0
30Apr2018 0:00:00,00000000838012,0,0,0,0
31Jul2018 0:00:00,00000000838035,0,1,0,12
30Apr2018 0:00:00,00000000838052,0,0,0,0
30Jun2018 0:00:00,00000000838078,1,0,12,0
30Nov2017 0:00:00,00000000838086,0,0,0,0
31Jan2018 0:00:00,00000000838178,0,0,0,0
31Jan2018 0:00:00,00000000838217,0,0,0,0
31Oct2017 0:00:00,00000000838266,0,0,0,0
31Dec2017 0:00:00,00000000838311,0,1,0,3
30Apr2018 0:00:00,00000000838342,0,0,0,0
31Mar2018 0:00:00,00000000838412,0,0,0,0
30Jun2018 0:00:00,00000000838433,0,0,0,0
30Apr2018 0:00:00,00000000838458,0,0,0,0
30Sep2018 0:00:00,00000000838469,0,1,0,45
31Oct2017 0:00:00,00000000838471,0,1,0,29
31Oct2017 0:00:00,00000000838478,1,0,50,0
31Dec2017 0:00:00,00000000838481,0,1,0,4
31Jul2018 0:00:00,00000000838497,0,1,0,35
30Apr2018 0:00:00,00000000838531,1,1,16,31
31Aug2018 0:00:00,00000000838536,1,0,15,0
31May2018 0:00:00,00000000838562,0,0,0,0
31Jul2018 0:00:00,00000000838564,1,0,16,0
31Oct2017 0:00:00,00000000838602,0,0,0,0
30Jun2018 0:00:00,00000000838604,0,0,0,0
31Mar2018 0:00:00,00000000838611,0,0,0,0
31Mar2018 0:00:00,00000000838694,0,0,0,0
28Feb2018 0:00:00,00000000838714,0,0,0,0
31May2018 0:00:00,00000000838720,0,0,0,0
31Oct2017 0:00:00,00000000838723,0,0,0,0
30Sep2018 0:00:00,00000000838789,1,0,38,0
28Feb2018 0:00:00,00000000838807,0,0,0,0
30Sep2018 0:00:00,00000000838827,0,0,0,0
31Dec2017 0:00:00,00000000838838,0,0,0,0
31Jul2018 0:00:00,00000000838867,0,1,0,36
31Jul2018 0:00:00,00000000838895,0,0,0,0
30Nov2017 0:00:00,00000000838898,1,0,9,0
31Aug2018 0:00:00,00000000838980,0,1,0,45
30Jun2018 0:00:00,00000000838988,0,1,0,8
31May2018 0:00:00,00000000839079,1,1,25,45
31Jul2018 0:00:00,00000000839106,1,0,4,0
31Mar2018 0:00:00,00000000839147,0,0,0,0
31Jul2018 0:00:00,00000000839219,0,1,0,45
31Jul2018 0:00:00,00000000839257,0,0,0,0
31Mar2018 0:00:00,00000000839263,1,0,14,0
31May2018 0:00:00,00000000839320,0,0,0,0
30Sep2018 0:00:00,00000000839323,1,0,8,0
31Oct2017 0:00:00,00000000839330,0,0,0,0
31Mar2018 0:00:00,00000000839346,1,1,27,29
31Oct2017 0:00:00,00000000839375,1,0,34,0
31Oct2017 0:00:00,00000000839403,0,1,0,38
30Nov2017 0:00:00,00000000839404,0,0,0,0
31Aug2018 0:00:00,00000000839463,0,0,0,0
30Jun2018 0:00:00,00000000839473,0,1,0,3
31Dec2017 0:00:00,00000000839495,0,0,0,0
31Aug2018 0:00:00,00000000839529,0,0,0,0
31Jul2018 0:00:00,00000000839591,1,0,4,0
30Sep2018 0:00:00,00000000839640,0,1,0,34
31Oct2018 0:00:00,00000000839651,0,1,0,3
31Jul2018 0:00:00,00000000839738,1,1,43,45
30Nov2017 0:00:00,00000000839755,0,1,0,27
31Mar2018 0:00:00,00000000839769,1,0,41,0
30Apr2018 0:00:00,00000000839785,0,0,0,0
31Jul2018 0:00:00,00000000839798,0,0,0,0
30Apr2018 0:00:00,00000000839799,0,1,0,23
31Mar2018 0:00:00,00000000839800,0,0,0,0
31Oct2017 0:00:00,00000000839829,1,1,5,7
28Feb2018 0:00:00,00000000839838,0,1,0,34
30Sep2018 0:00:00,00000000839857,0,0,0,0
31Dec2017 0:00:00,00000000839860,1,1,41,22
31Jul2018 0:00:00,00000000839927,0,1,0,35
30Jun2018 0:00:00,00000000839960,0,0,0,0
31Dec2017 0:00:00,00000000840006,1,0,41,0
31Mar2018 0:00:00,00000000840009,0,0,0,0
31Jan2018 0:00:00,00000000840035,0,1,0,3
30Apr2018 0:00:00,00000000840056,0,1,0,21
30Jun2018 0:00:00,00000000840060,0,1,0,23
31May2018 0:00:00,00000000840071,1,0,4,0
30Apr2018 0:00:00,00000000840103,0,0,0,0
30Sep2018 0:00:00,00000000840106,0,0,0,0
31Mar2018 0:00:00,00000000840114,0,0,0,0
31Mar2018 0:00:00,00000000840119,1,0,20,0
30Nov2017 0:00:00,00000000840132,0,0,0,0
31Oct2017 0:00:00,00000000840136,0,1,0,39
31Jan2018 0:00:00,00000000840145,0,0,0,0
31Oct2017 0:00:00,00000000840187,0,0,0,0
31Oct2018 0:00:00,00000000840190,0,1,0,16
31Aug2018 0:00:00,00000000840207,0,0,0,0
31Oct2018 0:00:00,00000000840239,0,1,0,9
31Mar2018 0:00:00,00000000840247,1,1,31,34
31Oct2018 0:00:00,00000000840289,1,0,34,0
30Apr2018 0:00:00,00000000840300,0,0,0,0
30Apr2018 0:00:00,00000000840302,0,1,0,45
31Dec2017 0:00:00,00000000840333,0,1,0,7
31Aug2018 0:00:00,00000000840384,0,1,0,45
31Dec2017 0:00:00,00000000840390,0,0,0,0
31Mar2018 0:00:00,00000000840482,0,0,0,0
31May2018 0:00:00,00000000840483,0,0,0,0
28Feb2018 0:00:00,00000000840515,0,1,0,35
30Apr2018 0:00:00,00000000840518,0,0,0,0
31Jan2018 0:00:00,00000000840539,0,0,0,0
31Dec2017 0:00:00,00000000840553,0,0,0,0
31Dec2017 0:00:00,00000000840561,0,0,0,0
30Jun2018 0:00:00,00000000840581,0,0,0,0
30Apr2018 0:00:00,00000000840589,0,0,0,0
30Apr2018 0:00:00,00000000840608,0,1,0,22
30Nov2017 0:00:00,00000000840655,1,0,4,0
31Oct2018 0:00:00,00000000840666,0,0,0,0
30Nov2017 0:00:00,00000000840686,1,0,40,0
30Nov2017 0:00:00,00000000840694,0,1,0,23
31Jan2018 0:00:00,00000000840704,0,0,0,0
31Jul2018 0:00:00,00000000840716,0,0,0,0
31Oct2018 0:00:00,00000000840717,0,1,0,33
31May2018 0:00:00,00000000840734,0,1,0,17
31Jul2018 0:00:00,00000000840749,0,1,0,20
31Oct2017 0:00:00,00000000840781,0,0,0,0
31Aug2018 0:00:00,00000000840807,0,0,0,0
30Jun2018 0:00:00,00000000840820,0,1,0,45
30Jun2018 0:00:00,00000000840829,1,0,21,0
31Mar2018 0:00:00,00000000840839,0,1,0,45
31Jan2018 0:00:00,00000000840850,0,0,0,0
30Jun2018 0:00:00,00000000840879,1,0,54,0
31Dec2017 0:00:00,00000000840935,1,1,51,45
28Feb2018 0:00:00,00000000840953,1,0,17,0
31Mar2018 0:00:00,00000000840957,0,1,0,45
31Jul2018 0:00:00,00000000840967,0,0,0,0
31Aug2018 0:00:00,00000000840982,0,0,0,0
31Jan2018 0:00:00,00000000840986,1,0,7,0
31May2018 0:00:00,00000000841012,0,1,0,7
31Mar2018 0:00:00,00000000841019,0,0,0,0
31May2018 0:00:00,00000000841070,0,1,0,13
31Mar2018 0:00:00,00000000841072,0,0,0,0
31Oct2017 0:00:00,00000000841078,0,0,0,0
31Oct2017 0:00:00,00000000841098,1,0,14,0
30Jun2018 0:00:00,00000000841138,1,0,41,0
31Oct2017 0:00:00,00000000841145,0,0,0,0
30Sep2018 0:00:00,00000000841156,0,0,0,0
31Jan2018 0:00:00,00000000841178,0,0,0,0
31Aug2018 0:00:00,00000000841225,1,1,48,21
31Mar2018 0:00:00,00000000841254,0,0,0,0
30Jun2018 0:00:00,00000000841288,0,0,0,0
30Nov2017 0:00:00,00000000841310,0,0,0,0
31Aug2018 0:00:00,00000000841313,0,0,0,0
31May2018 0:00:00,00000000841335,0,0,0,0
31Oct2018 0:00:00,00000000841371,0,1,0,15
30Apr2018 0:00:00,00000000841385,1,0,7,0
30Sep2018 0:00:00,00000000841418,0,0,0,0
31Mar2018 0:00:00,00000000841438,0,1,0,43
30Jun2018 0:00:00,00000000841457,0,1,0,5
31May2018 0:00:00,00000000841471,0,0,0,0
30Apr2018 0:00:00,00000000841474,0,0,0,0
31Dec2017 0:00:00,00000000841478,0,0,0,0
31Oct2018 0:00:00,00000000841479,1,0,14,0
31Mar2018 0:00:00,00000000841498,0,1,0,18
31Oct2017 0:00:00,00000000841526,0,0,0,0
28Feb2018 0:00:00,00000000841554,0,0,0,0
30Apr2018 0:00:00,00000000841641,0,0,0,0
31May2018 0:00:00,00000000841645,0,1,0,45
31Aug2018 0:00:00,00000000841665,1,0,55,0
31Jul2018 0:00:00,00000000841795,0,0,0,0
31Oct2018 0:00:00,00000000841806,1,0,30,0
30Apr2018 0:00:00,00000000841808,0,0,0,0
31Oct2018 0:00:00,00000000841824,0,0,0,0
31Oct2017 0:00:00,00000000841840,0,0,0,0
30Apr2018 0:00:00,00000000841851,1,1,45,43
28Feb2018 0:00:00,00000000841861,0,0,0,0
31Jan2018 0:00:00,00000000841876,0,0,0,0
31Dec2017 0:00:00,00000000841879,0,0,0,0
30Apr2018 0:00:00,00000000841889,1,1,15,22
30Sep2018 0:00:00,00000000841897,0,0,0,0
30Sep2018 0:00:00,00000000841900,0,0,0,0
31Jan2018 0:00:00,00000000841946,1,0,23,0
31Jul2018 0:00:00,00000000841971,0,0,0,0
31May2018 0:00:00,00000000841978,1,0,47,0
28Feb2018 0:00:00,00000000842058,1,0,24,0
31Oct2018 0:00:00,00000000842068,0,0,0,0
30Nov2017 0:00:00,00000000842085,1,0,24,0
30Sep2018 0:00:00,00000000842122,1,0,42,0
28Feb2018 0:00:00,00000000842134,0,0,0,0
31Dec2017 0:00:00,00000000842170,0,0,0,0
31Oct2017 0:00:00,00000000842177,0,0,0,0
31Jan2018 0:00:00,00000000842180,0,0,0,0
31Oct2018 0:00:00,00000000842198,0,0,0,0
31Oct2018 0:00:00,00000000842219,0,0,0,0
31May2018 0:00:00,00000000842239,0,0,0,0
31Oct2017 0:00:00,00000000842278,0,0,0,0
30Sep2018 0:00:00,00000000842292,1,1,25,32
31Oct2017 0:00:00,00000000842322,0,1,0,36
30Apr2018 0:00:00,00000000842340,0,1,0,24
31May2018 0:00:00,00000000842346,0,0,0,0
31Oct2018 0:00:00,00000000842376,0,1,0,11
31Mar2018 0:00:00,00000000842410,1,0,22,0
31Oct2017 0:00:00,00000000842444,0,1,0,40
28Feb2018 0:00:00,00000000842448,0,0,0,0
30Sep2018 0:00:00,00000000842528,0,1,0,23
30Jun2018 0:00:00,00000000842535,0,0,0,0
31Oct2018 0:00:00,00000000842568,1,0,15,0
31Mar2018 0:00:00,00000000842625,1,1,4,45
28Feb2018 0:00:00,00000000842635,0,0,0,0
31May2018 0:00:00,00000000842736,1,0,26,0
30Nov2017 0:00:00,00000000842742,1,0,4,0
31Oct2017 0:00:00,00000000842748,1,0,35,0
31Aug2018 0:00:00,00000000842782,0,0,0,0
31Jan2018 0:00:00,00000000842826,1,0,4,0
31Mar2018 0:00:00,00000000842840,0,1,0,43
31Dec2017 0:00:00,00000000842872,0,0,0,0
31Aug2018 0:00:00,00000000842910,1,1,37,3
31Oct2018 0:00:00,00000000842928,0,0,0,0
31Dec2017 0:00:00,00000000842981,0,1,0,39
31May2018 0:00:00,00000000842991,1,1,22,44
31Aug2018 0:00:00,00000000842994,0,1,0,37
30Sep2018 0:00:00,00000000843002,1,1,40,31
31Aug2018 0:00:00,00000000843063,1,0,51,0
31Oct2017 0:00:00,00000000843140,0,0,0,0
31Dec2017 0:00:00,00000000843145,0,0,0,0
30Apr2018 0:00:00,00000000843148,1,1,28,45
30Nov2017 0:00:00,00000000843163,1,0,26,0
31Dec2017 0:00:00,00000000843195,0,0,0,0
31Oct2018 0:00:00,00000000843291,1,0,31,0
30Sep2018 0:00:00,00000000843309,0,1,0,6
31Oct2017 0:00:00,00000000843363,0,1,0,31
31Oct2017 0:00:00,00000000843379,0,0,0,0
31Mar2018 0:00:00,00000000843414,0,1,0,3
31Oct2017 0:00:00,00000000843417,0,0,0,0
28Feb2018 0:00:00,00000000843422,0,0,0,0
28Feb2018 0:00:00,00000000843467,0,1,0,39
31Mar2018 0:00:00,00000000843482,0,0,0,0
28Feb2018 0:00:00,00000000843526,1,0,24,0
31Oct2017 0:00:00,00000000843527,0,0,0,0
31Jul2018 0:00:00,00000000843534,0,0,0,0
30Apr2018 0:00:00,00000000843560,0,1,0,3
31Dec2017 0:00:00,00000000843648,0,0,0,0
30Apr2018 0:00:00,00000000843772,0,0,0,0
31May2018 0:00:00,00000000843845,0,0,0,0
31May2018 0:00:00,00000000843848,0,1,0,40
30Apr2018 0:00:00,00000000843878,0,0,0,0
