MOIS,CLIENT_ID,homme,courriel,Langue_Francais,naissance,logement,profession,nb_enfant,ville,education,age,revenu,revenu_foyer
30Nov2017 0:00:00,00000000761984,1,0,1,1,0,2,2,6,1,26,42000,110000
30Nov2017 0:00:00,00000000762026,1,1,0,0,1,1,0,4,1,46,47000,159000
31Jul2018 0:00:00,00000000762033,0,1,0,0,0,1,3,6,4,43,10000,15000
31May2018 0:00:00,00000000762094,1,1,1,1,0,1,4,5,4,30,111000,111000
31Oct2018 0:00:00,00000000762110,0,1,1,0,0,2,0,2,5,35,110000,250000
31Mar2018 0:00:00,00000000762157,0,1,1,0,0,4,0,6,1,30,31000,220000
31Jul2018 0:00:00,00000000762158,1,1,1,0,1,1,0,6,1,47,20000,135000
31Jul2018 0:00:00,00000000762172,0,1,0,0,0,6,2,4,4,51,67000,142000
31May2018 0:00:00,00000000762195,1,1,1,0,1,2,0,6,1,21,81000,268000
31Dec2017 0:00:00,00000000762224,0,1,0,1,0,4,1,4,5,75,68000,68000
31Oct2018 0:00:00,00000000762361,0,0,0,1,0,2,1,3,1,53,94000,122000
28Feb2018 0:00:00,00000000762368,1,1,1,0,0,3,0,5,1,51,57000,127000
31Dec2017 0:00:00,00000000762525,0,1,1,0,0,3,0,4,1,85,55000,198000
30Nov2017 0:00:00,00000000762543,0,1,1,0,0,2,0,5,4,69,49000,113000
31May2018 0:00:00,00000000762576,1,0,0,0,1,3,0,5,3,53,63000,63000
31Jan2018 0:00:00,00000000762589,0,1,0,0,0,2,0,6,2,59,46000,48000
30Jun2018 0:00:00,00000000762630,0,0,1,0,0,1,0,6,1,30,75000,75000
31Oct2018 0:00:00,00000000762683,1,1,1,0,0,2,0,2,3,50,53000,222000
31Oct2017 0:00:00,00000000762706,1,1,0,0,0,1,4,6,2,62,46000,80000
30Jun2018 0:00:00,00000000762710,0,1,0,0,0,3,0,1,3,53,39000,125000
31Oct2017 0:00:00,00000000762768,0,1,0,0,1,2,0,4,4,209,104000,120000
30Jun2018 0:00:00,00000000762922,0,1,1,1,0,3,2,6,2,51,63000,112000
30Jun2018 0:00:00,00000000762924,1,1,1,0,1,3,0,2,4,35,58000,171000
31Dec2017 0:00:00,00000000762959,1,1,0,0,0,4,0,2,3,42,81000,204000
30Apr2018 0:00:00,00000000762969,0,1,0,0,0,3,0,5,1,25,61000,162000
31Oct2018 0:00:00,00000000762988,1,1,0,0,0,4,2,6,3,44,54000,54000
31May2018 0:00:00,00000000763025,1,1,0,0,0,2,0,4,4,57,42000,42000
31Mar2018 0:00:00,00000000763053,0,1,1,0,0,2,0,6,5,70,21000,168000
31Oct2018 0:00:00,00000000763065,1,1,0,0,0,2,0,5,1,46,69000,98000
31Aug2018 0:00:00,00000000763124,1,1,1,1,0,2,2,3,5,58,74000,74000
31Oct2017 0:00:00,00000000763141,1,1,1,0,0,3,0,1,3,40,67000,175000
31Aug2018 0:00:00,00000000763175,0,0,0,0,0,1,0,4,1,50,102000,144000
31Oct2017 0:00:00,00000000763178,0,1,1,0,0,1,0,4,3,39,79000,228000
31Dec2017 0:00:00,00000000763207,0,1,0,0,0,2,0,1,2,38,63000,63000
31May2018 0:00:00,00000000763217,1,0,1,0,0,2,0,5,5,73,64000,107000
30Jun2018 0:00:00,00000000763247,1,1,1,0,1,2,0,6,5,30,87000,87000
31May2018 0:00:00,00000000763370,0,1,0,0,0,6,0,6,4,69,59000,210000
30Sep2018 0:00:00,00000000763441,1,1,1,0,0,3,0,5,3,68,69000,238000
31Oct2017 0:00:00,00000000763474,0,1,0,1,0,1,3,6,1,50,86000,155000
28Feb2018 0:00:00,00000000763498,0,0,1,1,0,2,2,6,5,31,57000,167000
30Apr2018 0:00:00,00000000763525,1,1,0,0,0,6,0,5,5,47,44000,126000
30Apr2018 0:00:00,00000000763707,0,1,0,0,0,1,0,4,2,41,98000,168000
30Jun2018 0:00:00,00000000763712,1,1,0,0,0,3,0,1,4,71,46000,80000
31Jul2018 0:00:00,00000000763720,1,1,1,0,0,2,0,6,1,28,41000,94000
30Sep2018 0:00:00,00000000763769,0,1,1,0,0,2,4,5,2,61,72000,72000
31Jul2018 0:00:00,00000000763783,0,1,1,1,0,2,2,6,2,49,73000,75000
28Feb2018 0:00:00,00000000763786,1,0,1,0,1,4,0,6,4,45,71000,208000
30Jun2018 0:00:00,00000000763806,1,1,0,1,0,2,3,5,1,47,64000,142000
31May2018 0:00:00,00000000763834,0,1,0,0,0,3,0,6,1,50,65000,65000
30Nov2017 0:00:00,00000000763836,1,1,1,0,0,2,1,4,1,55,51000,241000
30Sep2018 0:00:00,00000000763844,1,0,0,0,0,1,0,5,4,47,23000,23000
31May2018 0:00:00,00000000763872,0,0,0,1,0,3,1,5,5,63,66000,203000
31Oct2018 0:00:00,00000000763905,1,0,1,0,0,3,5,4,2,57,68000,159000
31Mar2018 0:00:00,00000000763975,0,1,0,0,0,3,0,2,1,30,79000,79000
31Oct2017 0:00:00,00000000764025,0,0,1,1,0,5,2,6,5,33,49000,208000
31Dec2017 0:00:00,00000000764077,1,0,1,0,0,1,0,1,5,35,79000,103000
28Feb2018 0:00:00,00000000764105,1,1,0,0,1,5,1,1,2,26,39000,104000
31Jan2018 0:00:00,00000000764197,0,1,0,0,1,2,0,5,4,45,54000,201000
31Dec2017 0:00:00,00000000764218,1,1,0,0,0,6,0,6,1,43,64000,147000
31May2018 0:00:00,00000000764259,1,1,0,0,0,6,0,6,5,30,48000,314000
31Oct2017 0:00:00,00000000764318,0,0,0,0,0,2,0,3,5,999,77000,77000
30Sep2018 0:00:00,00000000764367,0,0,0,0,0,2,0,6,4,37,40000,50000
28Feb2018 0:00:00,00000000764375,1,1,0,0,0,2,1,3,5,32,57000,57000
30Jun2018 0:00:00,00000000764380,1,0,0,0,0,6,2,6,1,69,48000,116000
31Jan2018 0:00:00,00000000764381,0,1,1,0,1,6,2,6,1,41,77000,235000
31Dec2017 0:00:00,00000000764386,1,1,1,0,0,2,0,4,1,26,74000,74000
31May2018 0:00:00,00000000764431,0,1,0,0,1,4,0,5,4,27,76000,76000
28Feb2018 0:00:00,00000000764439,0,1,0,0,0,2,0,5,2,30,82000,82000
28Feb2018 0:00:00,00000000764467,0,0,0,0,0,2,2,5,1,29,71000,221000
31Oct2018 0:00:00,00000000764473,1,1,1,1,0,2,3,5,1,81,80000,129000
31May2018 0:00:00,00000000764512,1,1,1,0,0,2,0,6,2,52,77000,117000
31Aug2018 0:00:00,00000000764547,1,1,0,0,0,2,0,6,1,53,67000,67000
31Dec2017 0:00:00,00000000764579,0,0,1,1,0,1,2,1,2,67,51000,228000
31Oct2017 0:00:00,00000000764594,1,1,0,0,0,1,0,6,1,52,77000,161000
31Mar2018 0:00:00,00000000764601,1,1,1,0,0,3,0,6,1,28,65000,201000
30Sep2018 0:00:00,00000000764602,0,1,0,0,0,4,2,6,3,56,58000,100000
31Mar2018 0:00:00,00000000764606,0,1,0,0,0,4,0,4,1,83,60000,60000
31Jul2018 0:00:00,00000000764628,1,0,1,0,0,2,0,3,1,74,65000,163000
31Aug2018 0:00:00,00000000764642,1,1,1,0,0,4,0,5,4,64,101000,101000
31Oct2018 0:00:00,00000000764650,0,1,0,0,1,6,0,5,1,57,56000,56000
31Aug2018 0:00:00,00000000764666,1,1,1,1,0,2,3,4,3,52,77000,262000
31Jan2018 0:00:00,00000000764683,1,1,0,0,0,1,0,5,3,80,92000,210000
31Jul2018 0:00:00,00000000764710,0,0,0,0,0,2,0,6,3,35,87000,87000
30Jun2018 0:00:00,00000000764724,1,1,1,0,0,2,3,6,5,42,30000,161000
30Nov2017 0:00:00,00000000764768,1,0,0,0,1,2,0,6,4,41,53000,53000
30Jun2018 0:00:00,00000000764864,1,1,0,1,0,5,4,5,1,74,88000,250000
31Oct2017 0:00:00,00000000764927,1,1,0,0,0,2,1,5,2,22,48000,130000
31Jul2018 0:00:00,00000000764946,0,1,1,1,0,1,3,6,4,63,47000,227000
30Jun2018 0:00:00,00000000765005,1,1,0,0,0,1,0,1,1,26,38000,38000
31Oct2017 0:00:00,00000000765025,0,0,0,1,0,6,2,6,4,27,80000,80000
30Sep2018 0:00:00,00000000765035,0,0,0,0,0,4,0,4,1,48,61000,226000
30Sep2018 0:00:00,00000000765053,0,1,0,0,1,2,0,1,1,55,69000,196000
28Feb2018 0:00:00,00000000765237,0,1,1,0,1,6,3,4,3,65,59000,132000
31Aug2018 0:00:00,00000000765273,0,1,0,0,0,2,0,5,4,75,1125000,211000
28Feb2018 0:00:00,00000000765377,0,1,0,1,1,1,3,3,2,46,75000,174000
31May2018 0:00:00,00000000765407,1,0,0,0,0,2,0,6,1,39,90000,90000
30Jun2018 0:00:00,00000000765442,1,1,0,0,1,1,4,1,5,36,74000,74000
31Jan2018 0:00:00,00000000765467,0,1,0,0,0,2,0,2,5,62,19000,150000
30Nov2017 0:00:00,00000000765487,0,1,1,0,0,6,4,3,2,52,59000,243000
30Nov2017 0:00:00,00000000765559,1,1,1,0,1,1,0,6,1,55,48000,188000
30Sep2018 0:00:00,00000000765585,0,0,0,0,0,4,0,5,5,61,85000,269000
31Dec2017 0:00:00,00000000765691,1,1,0,0,1,2,0,4,2,75,89000,89000
30Jun2018 0:00:00,00000000765708,0,1,0,0,0,4,0,1,4,33,84000,84000
31Jul2018 0:00:00,00000000765779,1,1,1,0,0,1,0,5,3,19,75000,91000
31Aug2018 0:00:00,00000000765845,1,1,0,0,1,5,0,6,4,65,55000,164000
31May2018 0:00:00,00000000765881,1,1,1,0,0,2,0,4,3,46,90000,366000
31Mar2018 0:00:00,00000000765892,0,1,1,0,0,1,0,4,3,57,31000,31000
31Mar2018 0:00:00,00000000765894,1,1,0,1,0,6,3,6,1,79,28000,57000
31Oct2018 0:00:00,00000000765906,0,1,1,0,0,2,0,1,4,47,65000,96000
31Jul2018 0:00:00,00000000765927,0,0,1,1,0,6,4,1,1,67,60000,239000
30Jun2018 0:00:00,00000000765964,1,1,0,0,0,2,0,4,1,40,73000,73000
31Aug2018 0:00:00,00000000765979,0,0,1,0,0,2,0,5,4,50,41000,111000
31Dec2017 0:00:00,00000000766010,1,1,1,0,1,5,0,6,1,59,44000,167000
30Apr2018 0:00:00,00000000766029,1,0,1,1,1,3,5,3,1,85,40000,237000
31Oct2017 0:00:00,00000000766128,0,0,1,0,1,2,0,6,3,40,50000,196000
30Nov2017 0:00:00,00000000766133,0,1,1,0,0,2,0,2,5,25,61000,115000
30Apr2018 0:00:00,00000000766248,0,1,1,0,0,6,0,3,2,37,47000,191000
31Aug2018 0:00:00,00000000766296,1,0,0,0,0,4,0,6,5,40,51000,51000
31Dec2017 0:00:00,00000000766338,1,1,0,0,1,1,0,4,2,57,109000,206000
31Mar2018 0:00:00,00000000766359,1,1,1,1,0,5,5,6,2,48,43000,141000
31Jul2018 0:00:00,00000000766424,1,1,0,0,0,2,0,4,5,32,14000,108000
28Feb2018 0:00:00,00000000766430,1,1,0,0,1,5,0,6,1,45,57000,97000
31Oct2018 0:00:00,00000000766460,0,1,1,0,0,3,0,1,5,56,24000,180000
31Oct2017 0:00:00,00000000766503,0,0,1,0,0,3,0,4,4,21,64000,253000
31Oct2017 0:00:00,00000000766558,0,1,1,0,0,6,0,5,1,55,45000,104000
31Mar2018 0:00:00,00000000766679,0,1,0,0,0,1,0,4,4,55,55000,107000
31May2018 0:00:00,00000000766734,1,1,1,1,0,2,1,6,1,61,73000,73000
31Jan2018 0:00:00,00000000766762,0,0,0,0,0,4,2,5,1,61,61000,160000
31Aug2018 0:00:00,00000000766779,1,1,0,1,0,2,1,6,3,46,88000,127000
31Dec2017 0:00:00,00000000766848,0,1,1,0,0,6,0,2,5,35,53000,134000
31Aug2018 0:00:00,00000000766876,0,1,0,0,1,2,0,4,1,40,57000,163000
31Oct2017 0:00:00,00000000766902,0,1,1,0,0,1,0,4,5,78,67000,101000
31Jan2018 0:00:00,00000000766954,1,0,0,0,1,2,4,4,5,39,25000,135000
31Jul2018 0:00:00,00000000766957,1,1,1,0,0,2,0,5,5,39,37000,37000
30Jun2018 0:00:00,00000000766972,1,1,1,0,0,1,0,6,1,44,10000,88000
30Jun2018 0:00:00,00000000767066,0,1,1,0,0,4,0,5,1,999,54000,326000
31May2018 0:00:00,00000000767089,1,1,1,0,1,1,2,6,2,57,34000,206000
30Nov2017 0:00:00,00000000767146,1,0,1,0,1,2,0,2,3,31,30000,157000
31Dec2017 0:00:00,00000000767155,0,0,1,0,0,6,0,6,5,20,46000,110000
31Dec2017 0:00:00,00000000767161,1,1,1,0,0,6,0,6,3,206,79000,79000
30Nov2017 0:00:00,00000000767176,1,1,1,0,0,1,0,2,5,85,47000,161000
30Apr2018 0:00:00,00000000767247,0,1,0,1,0,1,1,6,1,42,46000,264000
31Mar2018 0:00:00,00000000767311,1,1,0,0,1,6,0,6,2,53,68000,242000
31Jan2018 0:00:00,00000000767331,0,1,1,1,0,2,2,6,1,56,57000,79000
31Mar2018 0:00:00,00000000767417,0,1,1,1,0,3,4,3,3,36,91000,91000
31Dec2017 0:00:00,00000000767443,0,0,0,0,0,4,0,1,5,31,47000,60000
31Jul2018 0:00:00,00000000767468,1,1,1,0,0,1,0,6,4,83,39000,39000
31Oct2018 0:00:00,00000000767486,1,1,1,0,0,6,0,6,1,49,94000,131000
31Jul2018 0:00:00,00000000767491,0,1,1,0,0,2,3,1,4,81,46000,205000
31Aug2018 0:00:00,00000000767492,1,1,1,0,0,2,5,6,4,54,89000,89000
30Jun2018 0:00:00,00000000767496,0,0,1,0,0,2,0,2,4,28,70000,70000
31May2018 0:00:00,00000000767515,0,1,1,0,0,6,0,1,2,30,38000,51000
30Nov2017 0:00:00,00000000767555,0,1,0,0,0,2,0,6,4,80,98000,98000
31Oct2017 0:00:00,00000000767561,0,0,1,0,0,2,2,5,1,65,30000,136000
31Aug2018 0:00:00,00000000767582,1,1,1,0,1,2,0,6,3,74,10000,16000
31Dec2017 0:00:00,00000000767604,0,1,1,0,0,6,0,5,5,65,86000,238000
30Apr2018 0:00:00,00000000767655,0,1,1,0,0,1,0,5,4,50,84000,84000
31May2018 0:00:00,00000000767667,1,1,1,0,0,1,0,6,3,70,66000,125000
31May2018 0:00:00,00000000767730,0,1,0,0,1,3,0,1,1,39,29000,29000
30Sep2018 0:00:00,00000000767904,1,0,0,1,0,1,2,5,3,33,54000,160000
30Nov2017 0:00:00,00000000767912,1,1,0,0,1,3,0,3,1,31,75000,149000
30Apr2018 0:00:00,00000000767937,1,0,0,0,1,6,3,6,2,56,76000,148000
31Mar2018 0:00:00,00000000768108,1,1,1,0,1,2,3,5,1,54,56000,148000
30Sep2018 0:00:00,00000000768152,0,1,0,0,0,2,0,6,5,67,50000,76000
31Jan2018 0:00:00,00000000768177,0,1,1,0,1,4,4,1,1,89,95000,95000
31Mar2018 0:00:00,00000000768257,1,0,0,0,0,1,2,1,1,60,63000,166000
31May2018 0:00:00,00000000768258,1,1,1,0,0,1,1,6,4,61,23000,100000
31Aug2018 0:00:00,00000000768302,1,0,1,0,1,2,0,5,1,27,48000,160000
30Apr2018 0:00:00,00000000768349,0,1,0,0,0,6,0,1,1,50,84000,144000
31May2018 0:00:00,00000000768401,0,1,1,0,1,2,0,4,4,28,70000,118000
31Oct2018 0:00:00,00000000768402,1,1,0,1,0,2,2,2,1,28,33000,340000
30Apr2018 0:00:00,00000000768434,1,1,1,0,0,2,0,2,1,30,65000,288000
30Nov2017 0:00:00,00000000768476,1,1,0,0,1,4,3,6,3,50,52000,160000
28Feb2018 0:00:00,00000000768556,1,1,1,1,0,2,1,6,1,75,38000,200000
31Mar2018 0:00:00,00000000768583,1,1,1,0,0,1,0,5,1,26,62000,62000
31Jul2018 0:00:00,00000000768615,1,1,1,0,0,3,0,3,1,19,60000,168000
31Jan2018 0:00:00,00000000768658,0,1,0,0,0,2,0,6,4,63,57000,183000
31Oct2018 0:00:00,00000000768675,0,1,0,0,0,1,0,5,1,47,77000,230000
30Sep2018 0:00:00,00000000768682,1,1,1,0,0,2,1,6,4,71,74000,103000
28Feb2018 0:00:00,00000000768721,1,1,0,1,1,4,2,1,4,43,45000,120000
31Jan2018 0:00:00,00000000768733,0,0,1,0,1,5,2,1,3,23,52000,167000
30Nov2017 0:00:00,00000000768739,0,1,1,1,1,1,5,6,3,48,74000,74000
31Dec2017 0:00:00,00000000768773,0,1,1,0,0,2,0,4,3,89,101000,205000
31Jul2018 0:00:00,00000000768786,1,1,1,1,0,1,3,6,5,213,69000,199000
31Mar2018 0:00:00,00000000768792,0,0,1,0,1,6,0,4,1,72,65000,236000
30Sep2018 0:00:00,00000000768890,1,0,1,0,1,4,0,1,5,61,77000,180000
30Jun2018 0:00:00,00000000768935,0,1,0,0,0,3,2,1,1,60,71000,71000
31Jan2018 0:00:00,00000000768950,0,1,0,0,0,1,3,1,3,47,73000,192000
31Aug2018 0:00:00,00000000768975,1,0,1,0,0,1,0,6,1,67,59000,115000
31May2018 0:00:00,00000000768981,1,0,1,0,1,2,0,6,2,29,30000,117000
28Feb2018 0:00:00,00000000768987,1,1,1,0,0,6,3,1,5,67,51000,130000
31May2018 0:00:00,00000000769025,1,1,1,0,0,2,0,6,3,60,84000,353000
31Jan2018 0:00:00,00000000769096,0,1,0,0,1,3,3,1,5,999,56000,172000
31May2018 0:00:00,00000000769171,0,0,1,0,0,1,0,1,3,75,44000,122000
30Nov2017 0:00:00,00000000769181,0,0,1,0,0,6,1,5,5,52,89000,140000
30Nov2017 0:00:00,00000000769186,1,1,0,1,0,5,2,1,1,21,25000,29000
31Jul2018 0:00:00,00000000769196,0,0,1,0,0,5,0,5,4,52,66000,122000
28Feb2018 0:00:00,00000000769325,1,1,0,1,0,2,3,1,1,57,92000,222000
30Jun2018 0:00:00,00000000769349,0,0,0,0,0,3,0,5,4,40,58000,160000
30Jun2018 0:00:00,00000000769414,0,0,1,0,0,5,0,5,1,67,28000,90000
31Aug2018 0:00:00,00000000769424,0,1,1,0,0,1,1,2,5,51,76000,294000
31Aug2018 0:00:00,00000000769553,1,1,0,0,0,5,3,5,1,81,65000,193000
31Oct2017 0:00:00,00000000769589,1,1,1,1,0,2,1,1,3,80,54000,54000
31Aug2018 0:00:00,00000000769593,1,0,1,0,0,2,0,1,2,50,17000,193000
31Mar2018 0:00:00,00000000769629,0,1,0,0,0,4,0,4,4,43,77000,109000
30Jun2018 0:00:00,00000000769678,0,1,1,0,1,1,0,5,1,66,31000,185000
31Jan2018 0:00:00,00000000769752,1,1,1,0,1,4,0,1,4,63,64000,168000
31Jan2018 0:00:00,00000000769755,1,0,0,0,1,2,2,3,3,27,48000,130000
30Apr2018 0:00:00,00000000769859,1,1,0,0,1,3,0,6,3,48,50000,88000
30Nov2017 0:00:00,00000000769864,0,1,1,0,0,6,2,4,1,75,74000,124000
31Oct2018 0:00:00,00000000769925,1,0,0,0,0,2,0,6,1,75,47000,151000
30Jun2018 0:00:00,00000000769939,1,1,1,0,0,1,1,6,3,50,72000,109000
31Oct2017 0:00:00,00000000769949,0,1,1,0,1,3,4,6,4,59,50000,273000
31Jan2018 0:00:00,00000000769981,1,1,1,1,0,1,2,6,3,20,17000,17000
30Nov2017 0:00:00,00000000769982,1,1,1,1,0,3,2,5,1,28,57000,71000
31Jan2018 0:00:00,00000000770004,0,0,1,0,0,3,0,6,3,43,44000,44000
31Oct2018 0:00:00,00000000770132,0,1,1,0,0,6,0,6,3,88,67000,154000
31Jul2018 0:00:00,00000000770223,0,1,1,1,0,3,1,3,2,26,10000,208000
31Oct2017 0:00:00,00000000770238,0,1,1,0,1,4,0,5,2,35,44000,247000
31Jul2018 0:00:00,00000000770240,1,1,1,1,1,3,1,6,5,56,83000,85000
30Jun2018 0:00:00,00000000770326,0,0,0,1,1,2,3,4,1,36,64000,109000
30Sep2018 0:00:00,00000000770531,1,1,0,0,0,4,0,1,2,77,70000,371000
30Sep2018 0:00:00,00000000770567,0,1,0,0,0,2,0,6,1,67,31000,31000
30Sep2018 0:00:00,00000000770568,1,1,1,0,0,3,0,1,1,72,55000,55000
30Apr2018 0:00:00,00000000770654,0,0,1,0,0,6,0,5,1,63,22000,135000
31Jan2018 0:00:00,00000000770690,0,1,1,0,0,2,0,4,2,38,109000,207000
30Sep2018 0:00:00,00000000770692,0,1,1,0,0,5,4,3,2,59,43000,199000
31Dec2017 0:00:00,00000000770695,0,0,1,0,0,1,0,4,1,39,33000,204000
31Jan2018 0:00:00,00000000770709,0,0,1,0,0,1,0,1,4,29,87000,136000
30Jun2018 0:00:00,00000000770824,1,1,0,0,0,3,0,5,1,43,78000,176000
31Aug2018 0:00:00,00000000770838,1,0,1,0,0,1,0,6,1,24,64000,188000
30Sep2018 0:00:00,00000000770847,0,1,1,0,0,3,0,6,2,45,60000,60000
30Jun2018 0:00:00,00000000770860,1,1,0,0,1,2,0,5,3,33,60000,215000
31Oct2017 0:00:00,00000000770877,0,1,1,1,0,3,1,6,4,44,69000,69000
30Nov2017 0:00:00,00000000771013,1,1,1,0,0,4,0,6,1,63,49000,97000
30Apr2018 0:00:00,00000000771058,1,1,1,1,1,3,4,6,2,36,53000,170000
31Dec2017 0:00:00,00000000771092,1,1,1,1,0,2,5,1,3,54,39000,170000
30Apr2018 0:00:00,00000000771102,1,1,0,0,0,2,0,5,2,63,51000,88000
30Nov2017 0:00:00,00000000771105,0,0,1,1,1,1,3,6,4,46,69000,200000
31May2018 0:00:00,00000000771143,0,1,1,0,0,6,0,2,5,53,90000,99000
31Oct2018 0:00:00,00000000771158,0,1,1,0,0,6,6,6,3,40,54000,232000
31May2018 0:00:00,00000000771217,0,1,1,0,1,3,0,1,4,42,89000,101000
31Jul2018 0:00:00,00000000771256,0,1,1,0,0,4,0,5,4,36,60000,78000
28Feb2018 0:00:00,00000000771316,1,1,0,0,0,2,0,4,1,19,52000,83000
28Feb2018 0:00:00,00000000771329,1,1,1,0,1,1,0,5,5,79,63000,207000
31Mar2018 0:00:00,00000000771397,0,0,0,0,0,3,1,4,4,60,79000,268000
30Jun2018 0:00:00,00000000771428,1,1,0,0,0,3,1,6,2,25,58000,58000
31May2018 0:00:00,00000000771444,1,1,1,0,1,4,0,6,1,34,41000,317000
30Sep2018 0:00:00,00000000771471,1,1,1,1,1,1,1,5,1,999,93000,135000
28Feb2018 0:00:00,00000000771498,1,1,0,0,1,2,0,6,5,27,60000,208000
31Aug2018 0:00:00,00000000771504,1,1,1,1,0,6,3,4,3,47,77000,208000
31Jul2018 0:00:00,00000000771581,0,0,1,0,0,5,6,6,1,74,41000,80000
28Feb2018 0:00:00,00000000771650,1,1,0,0,0,1,0,6,1,47,76000,76000
31Oct2018 0:00:00,00000000771657,0,1,1,0,0,5,0,5,1,53,67000,170000
28Feb2018 0:00:00,00000000771710,1,1,1,1,0,1,2,5,2,43,44000,202000
28Feb2018 0:00:00,00000000772030,1,0,0,0,0,1,1,6,1,27,49000,244000
31Dec2017 0:00:00,00000000772035,1,0,1,0,1,1,0,4,1,48,49000,251000
28Feb2018 0:00:00,00000000772080,0,1,1,0,0,3,3,6,5,57,72000,101000
28Feb2018 0:00:00,00000000772094,0,1,1,0,0,4,0,6,4,76,54000,234000
30Nov2017 0:00:00,00000000772121,0,1,1,1,0,6,2,2,3,67,100000,100000
30Nov2017 0:00:00,00000000772183,0,1,1,0,1,2,0,4,3,90,41000,147000
30Jun2018 0:00:00,00000000772248,1,0,1,0,0,1,2,3,1,56,42000,142000
31Mar2018 0:00:00,00000000772335,0,0,1,0,1,3,0,6,1,55,45000,111000
30Nov2017 0:00:00,00000000772415,1,1,1,0,1,6,0,4,3,55,51000,221000
31Oct2017 0:00:00,00000000772428,1,1,1,0,0,3,0,6,5,46,21000,98000
31Oct2017 0:00:00,00000000772469,0,1,0,0,0,3,0,6,2,87,54000,75000
30Jun2018 0:00:00,00000000772554,0,1,0,0,0,2,0,6,1,19,35000,84000
31Mar2018 0:00:00,00000000772587,0,1,1,0,1,6,0,5,2,48,10000,35000
31Oct2017 0:00:00,00000000772602,0,1,0,1,0,2,3,4,4,60,55000,96000
31Jan2018 0:00:00,00000000772609,0,1,0,0,1,1,0,5,1,31,72000,76000
31May2018 0:00:00,00000000772613,0,0,1,0,0,2,0,1,5,25,74000,74000
31Aug2018 0:00:00,00000000772698,1,1,0,0,0,2,0,2,5,58,50000,88000
31Oct2018 0:00:00,00000000772719,1,1,0,0,0,1,0,6,1,32,48000,200000
30Nov2017 0:00:00,00000000772759,0,1,1,0,0,2,0,6,1,84,54000,54000
31Dec2017 0:00:00,00000000772779,1,1,0,0,0,4,0,6,3,57,42000,93000
30Sep2018 0:00:00,00000000772798,0,0,1,0,1,2,0,1,3,29,66000,117000
31Jan2018 0:00:00,00000000772801,1,1,1,0,0,1,0,2,1,37,65000,65000
31Jul2018 0:00:00,00000000772817,0,1,0,0,0,3,0,6,4,44,71000,98000
28Feb2018 0:00:00,00000000772891,1,1,1,0,1,2,0,6,4,84,79000,79000
31Oct2018 0:00:00,00000000772950,0,1,0,0,1,6,0,5,5,57,73000,73000
28Feb2018 0:00:00,00000000772961,1,0,1,0,0,4,0,6,3,57,83000,93000
31Jan2018 0:00:00,00000000773024,0,0,1,0,0,3,1,6,1,63,48000,50000
31Mar2018 0:00:00,00000000773041,1,1,0,1,0,6,2,6,3,38,40000,154000
31May2018 0:00:00,00000000773096,1,1,1,0,0,2,0,4,3,38,63000,305000
30Jun2018 0:00:00,00000000773147,0,1,0,0,0,2,0,4,5,70,54000,287000
31Jul2018 0:00:00,00000000773179,0,1,1,1,1,4,1,6,5,68,49000,49000
28Feb2018 0:00:00,00000000773186,0,1,1,0,1,3,0,4,5,55,86000,86000
31Jul2018 0:00:00,00000000773189,0,0,1,1,1,6,3,1,3,33,60000,107000
30Sep2018 0:00:00,00000000773331,1,1,1,0,0,1,3,5,3,57,64000,261000
31Mar2018 0:00:00,00000000773368,1,1,1,0,0,1,0,5,1,43,57000,213000
31May2018 0:00:00,00000000773369,1,1,1,0,1,5,3,2,3,36,76000,169000
31Oct2017 0:00:00,00000000773378,1,1,1,1,1,2,4,4,5,65,108000,269000
31Mar2018 0:00:00,00000000773549,1,1,0,0,0,1,0,4,3,72,62000,91000
31May2018 0:00:00,00000000773556,1,1,1,0,0,4,0,4,3,58,28000,113000
30Apr2018 0:00:00,00000000773557,1,1,1,0,0,6,0,4,4,59,73000,105000
31Oct2018 0:00:00,00000000773619,0,0,0,1,0,3,2,6,2,57,62000,100000
30Jun2018 0:00:00,00000000773633,0,1,1,1,0,5,1,1,5,82,54000,76000
30Jun2018 0:00:00,00000000773668,1,0,1,0,1,2,2,5,1,49,45000,155000
30Sep2018 0:00:00,00000000773675,0,1,0,0,0,2,0,6,1,37,53000,55000
30Nov2017 0:00:00,00000000773759,0,1,1,0,1,5,0,1,1,43,68000,98000
30Nov2017 0:00:00,00000000773765,0,0,0,0,0,5,0,1,5,42,51000,67000
30Sep2018 0:00:00,00000000773824,0,1,0,1,0,5,5,6,2,59,28000,65000
31Dec2017 0:00:00,00000000773853,1,1,1,0,1,6,0,3,1,57,50000,173000
31Oct2017 0:00:00,00000000773858,0,1,1,0,0,3,2,3,1,29,67000,67000
31Oct2018 0:00:00,00000000773868,1,1,1,1,0,5,2,3,2,29,56000,88000
30Apr2018 0:00:00,00000000773906,1,0,0,0,0,6,1,4,4,26,107000,107000
31Mar2018 0:00:00,00000000773920,0,1,0,0,1,6,2,2,2,33,76000,93000
31Jan2018 0:00:00,00000000773931,0,1,1,0,0,4,1,1,4,35,56000,56000
28Feb2018 0:00:00,00000000773959,0,1,1,1,0,3,3,5,4,46,36000,155000
31May2018 0:00:00,00000000773968,1,1,1,0,1,6,0,6,1,49,66000,208000
31Oct2017 0:00:00,00000000773977,1,1,1,0,0,6,0,1,4,54,84000,84000
